"id","municipality_name","entitled_to_vote","votes_cast","turnout","valid_votes","yes","no","yes_percentage"
75618313577,"Luven",150,58,38.7,58,24,30,44.4
75618313578,"Pitasch",96,43,44.8,43,24,18,57.1
75618313579,"Riein",61,17,27.9,17,13,4,76.5
75618313580,"Ruschein",288,142,49.3,140,93,44,67.9
75618313581,"Sagogn",513,215,41.9,214,98,111,46.9
75618313582,"Schluein",379,149,39.3,149,75,74,50.3
75618313583,"Schnaus",79,28,35.4,28,16,11,59.3
75618313584,"Sevgein",167,66,39.5,66,29,36,44.6
75618313586,"Valendas",229,99,43.2,99,64,34,65.3
75618313587,"Versam",183,96,52.5,95,30,65,31.6
75618313592,"Cumbel",182,54,29.7,53,18,34,34.6
75618313593,"Duvin",65,18,27.7,18,11,7,61.1
75618313594,"Degen",210,74,35.2,74,41,31,56.9
75618313595,"Lumbrein",322,129,40.1,127,68,57,54.4
75618313596,"Morissen",201,71,35.3,71,46,25,64.8
75618313598,"St. Martin",25,8,32,8,4,4,50
75618313599,"Suraua",213,89,41.8,89,44,44,50
75618313603,"Vals",763,315,41.3,312,102,203,33.4
75618313604,"Vignogn",155,53,34.2,52,35,17,67.3
75618313605,"Vella",337,141,41.8,141,78,61,56.1
75618313606,"Vrin",219,89,40.6,89,50,39,56.2
75618313611,"Andiast",176,59,33.5,59,31,28,52.5
75618313612,"Obersaxen",642,244,38,240,135,99,57.7
75618313613,"Pigniu",24,13,54.2,13,13,0,100
75618313614,"Rueun",334,123,36.8,117,56,59,48.7
75618313615,"Siat",145,61,42.1,61,33,26,55.9
75618313616,"Waltensburg/Vuorz",306,115,37.6,115,37,77,32.5
75618313617,"Mundaun",253,102,40.3,102,52,47,52.5
75618233631,"Almens",166,89,53.6,89,39,47,45.3
75618233633,"Fürstenau",256,126,49.2,124,55,65,45.8
75618233634,"Paspels",335,178,53.1,177,67,108,38.3
75618233635,"Pratval",195,107,54.9,107,41,66,38.3
75618233636,"Rodels",215,110,51.2,109,56,52,51.9
75618233637,"Rothenbrunnen",216,101,46.8,101,57,43,57
75618233638,"Scharans",627,333,53.1,329,176,151,53.8
75618233640,"Sils im Domleschg",617,275,44.6,275,154,113,57.7
75618313651,"Safien",258,113,43.8,109,60,49,55
75618313652,"Tenna",78,38,48.7,38,12,24,33.3
75618233661,"Cazis",1416,595,42,594,316,269,54
75618233662,"Flerden",167,83,49.7,83,31,51,37.8
75618233663,"Masein",334,169,50.6,163,65,98,39.9
75618233668,"Thusis",1697,688,40.5,684,330,342,49.1
75618233669,"Tschappina",114,65,57,65,28,34,45.2
75618233670,"Urmein",101,61,60.4,61,21,38,35.6
75618233671,"Tomils",543,259,47.7,252,100,152,39.7
75618233681,"Avers",141,69,48.9,69,44,24,64.7
75618233691,"Hinterrhein",56,34,60.7,34,11,23,32.4
75618233693,"Nufenen",108,38,35.2,38,17,17,50
75618233694,"Splügen",330,155,47,155,76,76,50
75618233695,"Sufers",107,73,68.2,73,41,29,58.6
75618233701,"Andeer",619,302,48.8,287,143,143,50
75618233703,"Casti-Wergenstein",43,27,62.8,27,14,13,51.9
75618233705,"Donat",163,68,41.7,68,22,45,32.8
75618233707,"Lohn (GR)",39,20,51.3,20,10,10,50
75618233708,"Mathon",46,14,30.4,13,4,9,30.8
75618233711,"Rongellen",35,20,57.1,20,15,5,75
75618233712,"Zillis-Reischen",306,142,46.4,142,81,59,57.9
75618233713,"Ferrera",69,39,56.5,39,28,11,71.8
75618243721,"Bonaduz",1923,844,43.9,844,460,370,55.4
75618243722,"Domat/Ems",4713,2294,48.7,2277,1323,923,58.9
75618243723,"Rhäzüns",851,349,41,347,194,151,56.2
75618243731,"Felsberg",1630,889,54.5,888,430,446,49.1
75618243732,"Flims",1805,908,50.3,888,445,433,50.7
75618243733,"Tamins",857,430,50.2,427,190,233,44.9
75618243734,"Trin",893,448,50.2,435,175,257,40.5
75618253741,"Ardez",331,118,35.6,118,46,70,39.7
75618253742,"Guarda",126,55,43.7,55,23,32,41.8
75618253743,"Lavin",172,83,48.3,81,25,56,30.9
75618253744,"Susch",165,87,52.7,87,47,40,54
75618253745,"Tarasp",177,68,38.4,68,28,39,41.8
75618253746,"Zernez",752,345,45.9,342,193,142,57.6
75618253751,"Ramosch",348,102,29.3,98,48,48,50
75618253752,"Samnaun",536,191,35.6,191,112,74,60.2
75618253753,"Tschlin",345,134,38.8,134,61,69,46.9
75618253761,"Ftan",379,153,40.4,153,50,100,33.3
75618253762,"Scuol",1462,596,40.8,588,279,305,47.8
75618253763,"Sent",710,390,54.9,388,198,182,52.1
75618273781,"Bever",473,243,51.4,243,110,126,46.6
75618273782,"Celerina/Schlarigna",860,354,41.2,348,155,189,45.1
75618273783,"Madulain",128,76,59.4,76,39,37,51.3
75618273784,"Pontresina",1121,471,42,470,200,263,43.2
75618273785,"La Punt-Chamues-ch",486,180,37,180,96,80,54.5
75618273786,"Samedan",1945,834,42.9,824,340,470,42
75618273787,"St. Moritz",2786,1601,57.5,1566,769,785,49.5
75618273788,"S-chanf",488,204,41.8,204,101,99,50.5
75618273789,"Sils im Engadin/Segl",438,170,38.8,169,57,107,34.8
75618273790,"Silvaplana",575,236,41,227,119,99,54.6
75618273791,"Zuoz",703,336,47.8,336,140,183,43.3
75618273792,"Bregaglia",1226,539,44,524,271,241,52.9
75618283801,"Arvigo",82,46,56.1,46,30,15,66.7
75618283803,"Braggio",47,26,55.3,26,12,14,46.2
75618283804,"Buseno",85,46,54.1,46,28,17,62.2
75618283805,"Castaneda",204,102,50,92,49,42,53.8
75618283806,"Cauco",31,13,41.9,13,7,6,53.8
75618283808,"Rossa",114,64,56.1,62,46,16,74.2
75618283810,"Santa Maria in Calanca",97,48,49.5,46,33,11,75
75618283811,"Selma",36,15,41.7,15,7,7,50
75618283821,"Lostallo",501,294,58.7,291,203,84,70.7
75618283822,"Mesocco",919,417,45.4,412,283,118,70.6
75618283823,"Soazza",269,161,59.9,159,109,48,69.4
75618283831,"Cama",345,128,37.1,126,103,22,82.4
75618283832,"Grono",581,305,52.5,299,186,103,64.4
75618283833,"Leggia",98,37,37.8,37,26,10,72.2
75618283834,"Roveredo (GR)",1611,873,54.2,837,546,285,65.7
75618283835,"San Vittore",518,274,52.9,272,174,89,66.2
75618283836,"Verdabbio",116,52,44.8,52,31,21,59.6
75618253847,"Val Müstair",1288,547,42.5,547,264,265,49.9
75618303851,"Davos",7119,3185,44.7,3141,1493,1611,48.1
75618303861,"Fideris",454,179,39.4,175,87,85,50.6
75618303862,"Furna",148,58,39.2,58,34,23,59.6
75618303863,"Jenaz",862,389,45.1,389,245,138,64
75618303871,"Klosters-Serneus",2643,1359,51.4,1341,750,576,56.6
75618303881,"Conters im Prättigau",172,87,50.6,87,67,20,77
75618303882,"Küblis",551,240,43.6,237,162,72,69.2
75618303883,"Saas",567,176,31,176,133,42,76
75618303891,"Luzein",906,389,42.9,382,256,124,67.4
75618303893,"St. Antönien",270,108,40,108,79,29,73.1
75618293901,"Chur",23793,11071,46.5,10849,5208,5463,48.8
75618293911,"Churwalden",1367,611,44.7,601,309,284,52.1
75618293921,"Arosa",1472,639,43.4,639,335,285,54
75618293922,"Calfreisen",33,18,54.5,18,8,10,44.4
75618293923,"Castiel",83,33,39.8,33,15,18,45.5
75618293924,"Langwies",235,104,44.3,104,66,36,64.7
75618293925,"Lüen",61,37,60.7,37,15,22,40.5
75618293926,"Maladers",418,173,41.4,173,118,52,69.4
75618293927,"Molinis",98,49,50,49,31,18,63.3
75618293929,"Peist",153,55,35.9,54,24,30,44.4
75618293931,"St. Peter-Pagig",177,69,39,69,41,28,59.4
75618293932,"Tschiertschen-Praden",250,94,37.6,94,41,53,43.6
75618263941,"Haldenstein",696,339,48.7,333,171,160,51.7
75618263942,"Igis",5244,2202,42,2157,1262,881,58.9
75618263943,"Mastrils",414,175,42.3,174,110,59,65.1
75618263945,"Trimmis",2212,1022,46.2,1007,592,413,58.9
75618263946,"Untervaz",1623,660,40.7,655,389,259,60
75618263947,"Zizers",2282,950,41.6,940,494,437,53.1
75618263951,"Fläsch",470,222,47.2,220,110,107,50.7
75618263952,"Jenins",618,343,55.5,341,188,147,56.1
75618263953,"Maienfeld",1915,922,48.1,908,463,436,51.5
75618263954,"Malans",1591,796,50,787,357,421,45.9
75618303961,"Grüsch",982,470,47.9,466,277,187,59.7
75618303962,"Schiers",1751,788,45,762,443,313,58.6
75618303971,"Fanas",309,165,53.4,165,99,63,61.1
75618303972,"Seewis im Prättigau",976,375,38.4,369,203,160,55.9
75618303973,"Valzeina",97,51,52.6,51,26,24,52
75618313981,"Breil/Brigels",1003,436,43.5,434,203,215,48.6
75618313982,"Disentis/Mustér",1611,695,43.1,672,322,337,48.9
75618313983,"Medel (Lucmagn)",345,134,38.8,131,58,70,45.3
75618313984,"Schlans",70,23,32.9,23,12,11,52.2
75618313985,"Sumvitg",1020,348,34.1,346,152,185,45.1
75618313986,"Tujetsch",1087,460,42.3,458,252,201,55.6
75618313987,"Trun",942,279,29.6,279,117,157,42.7
75619014001,"Aarau",13372,7657,57.3,7649,3268,4273,43.3
75619014002,"Biberstein",1076,709,65.9,708,352,347,50.4
75619014003,"Buchs (AG)",3960,2111,53.3,2106,1178,911,56.4
75619014004,"Densbüren",551,256,46.5,256,172,82,67.7
75619014005,"Erlinsbach (AG)",2510,1401,55.8,1397,758,618,55.1
75619014006,"Gränichen",4523,2391,52.9,2390,1481,886,62.6
75619014007,"Hirschthal",1061,569,53.6,567,348,217,61.6
75619014008,"Küttigen",3917,2335,59.6,2332,1055,1248,45.8
75619014009,"Muhen",2564,1325,51.7,1325,867,447,66
75619014010,"Oberentfelden",4508,2371,52.6,2368,1456,878,62.4
75619014012,"Suhr",5368,2776,51.7,2774,1453,1287,53
75619014013,"Unterentfelden",2465,1380,56,1379,772,584,56.9
75619024021,"Baden",11174,6507,58.2,6475,2468,3933,38.6
75619024022,"Bellikon",1154,715,62,715,388,317,55
75619024023,"Bergdietikon",1752,1336,76.3,1320,813,492,62.3
75619024024,"Birmenstorf (AG)",1704,934,54.8,931,538,384,58.4
75619024026,"Ennetbaden",2060,1294,62.8,1293,390,881,30.7
75619024027,"Fislisbach",3347,1686,50.4,1683,865,796,52.1
75619024028,"Freienwil",608,377,62,377,181,193,48.4
75619024029,"Gebenstorf",2879,1531,53.2,1531,800,713,52.9
75619024030,"Killwangen",1100,588,53.5,588,335,249,57.4
75619024031,"Künten",1093,578,52.9,578,346,227,60.4
75619024032,"Mägenwil",1224,616,50.3,616,402,204,66.3
75619024033,"Mellingen",2710,1345,49.6,1345,772,562,57.9
75619024034,"Neuenhof",3726,1752,47,1748,1063,655,61.9
75619024035,"Niederrohrdorf",2344,1244,53.1,1240,676,554,55
75619024037,"Oberrohrdorf",2741,1645,60,1645,784,835,48.4
75619024038,"Obersiggenthal",4672,2633,56.4,2621,1211,1379,46.8
75619024039,"Remetschwil",1358,774,57,772,441,324,57.6
75619024040,"Spreitenbach",4397,1819,41.4,1817,1148,642,64.1
75619024041,"Stetten (AG)",1058,563,53.2,561,337,222,60.3
75619024042,"Turgi",1438,715,49.7,713,354,345,50.6
75619024044,"Untersiggenthal",3976,2218,55.8,2215,1193,1010,54.2
75619024045,"Wettingen",12567,7003,55.7,6987,3356,3557,48.5
75619024046,"Wohlenschwil",977,543,55.6,543,315,220,58.9
75619024047,"Würenlingen",2624,1457,55.5,1455,894,546,62.1
75619024048,"Würenlos",3865,2219,57.4,2217,1275,918,58.1
75619024049,"Ehrendingen",2773,1486,53.6,1485,869,599,59.2
75619034061,"Arni (AG)",1187,707,59.6,707,393,307,56.1
75619034062,"Berikon",3140,1703,54.2,1701,913,775,54.1
75619034063,"Bremgarten (AG)",4086,2082,51,2082,1110,949,53.9
75619034064,"Büttikon",623,339,54.4,339,242,95,71.8
75619034065,"Dottikon",1807,902,49.9,901,532,361,59.6
75619034066,"Eggenwil",609,383,62.9,383,223,148,60.1
75619034067,"Fischbach-Göslikon",1021,539,52.8,539,361,168,68.2
75619034068,"Hägglingen",1590,862,54.2,860,532,320,62.4
75619034069,"Hermetschwil-Staffeln",729,373,51.2,373,233,136,63.1
75619034071,"Jonen",1243,708,57,708,390,311,55.6
75619034072,"Niederwil (AG)",1575,846,53.7,846,514,319,61.7
75619034073,"Oberlunkhofen",1370,791,57.7,790,431,357,54.7
75619034074,"Oberwil-Lieli",1609,1036,64.4,1036,594,435,57.7
75619034075,"Rudolfstetten-Friedlisberg",2665,1333,50,1332,765,550,58.2
75619034076,"Sarmenstorf",1731,851,49.2,851,554,287,65.9
75619034077,"Tägerig",933,510,54.7,507,324,177,64.7
75619034078,"Uezwil",293,160,54.6,160,104,56,65
75619034079,"Unterlunkhofen",918,513,55.9,512,298,208,58.9
75619034080,"Villmergen",3709,1808,48.7,1808,1236,552,69.1
75619034081,"Widen",2599,1553,59.8,1553,846,683,55.3
75619034082,"Wohlen (AG)",7943,4110,51.7,4110,2402,1672,59
75619034083,"Zufikon",2773,1539,55.5,1538,896,630,58.7
75619034084,"Islisberg",357,227,63.6,227,127,100,55.9
75619044091,"Auenstein",1127,638,56.6,637,339,292,53.7
75619044092,"Birr",1858,873,47,869,562,299,65.3
75619044093,"Birrhard",475,295,62.1,293,205,86,70.4
75619044094,"Bözen",493,281,57,281,199,80,71.3
75619044095,"Brugg",6624,3773,57,3748,1754,1961,47.2
75619044096,"Effingen",452,262,58,261,166,94,63.8
75619044097,"Elfingen",185,103,55.7,103,46,57,44.7
75619044098,"Gallenkirch",105,49,46.7,49,28,20,58.3
75619044099,"Habsburg",326,210,64.4,210,127,81,61.1
75619044100,"Hausen (AG)",1911,1052,55,1050,618,422,59.4
75619044103,"Linn",94,53,56.4,53,26,26,50
75619044104,"Lupfig",1412,791,56,791,480,301,61.5
75619044105,"Mandach",222,122,55,121,88,32,73.3
75619044106,"Mönthal",328,171,52.1,171,111,60,64.9
75619044107,"Mülligen",670,378,56.4,378,223,152,59.5
75619044108,"Oberbözberg",381,216,56.7,216,137,79,63.4
75619044109,"Oberflachs",371,213,57.4,210,135,73,64.9
75619044110,"Remigen",753,439,58.3,439,255,180,58.6
75619044111,"Riniken",994,600,60.4,600,310,280,52.5
75619044112,"Rüfenach",619,343,55.4,343,166,172,49.1
75619044113,"Scherz",473,285,60.3,285,173,111,60.9
75619044114,"Schinznach-Bad",730,383,52.5,383,237,142,62.5
75619044115,"Schinznach-Dorf",1183,677,57.2,674,372,298,55.5
75619044117,"Thalheim (AG)",582,343,58.9,343,235,106,68.9
75619044119,"Unterbözberg",564,333,59,333,191,131,59.3
75619044120,"Veltheim (AG)",966,511,52.9,511,284,225,55.8
75619044121,"Villigen",1317,750,56.9,750,459,284,61.8
75619044122,"Villnachern",1057,629,59.5,626,346,275,55.7
75619044123,"Windisch",3837,2074,54.1,2071,1004,1040,49.1
75619054131,"Beinwil am See",2102,1187,56.5,1184,687,480,58.9
75619054132,"Birrwil",735,420,57.1,419,235,181,56.5
75619054133,"Burg (AG)",579,282,48.7,280,197,80,71.1
75619054134,"Dürrenäsch",830,487,58.7,486,387,97,80
75619054135,"Gontenschwil",1447,781,54,781,547,224,70.9
75619054136,"Holziken",883,421,47.7,421,323,95,77.3
75619054137,"Leimbach (AG)",329,199,60.5,198,141,57,71.2
75619054138,"Leutwil",539,310,57.5,310,239,68,77.9
75619054139,"Menziken",3030,1495,49.3,1495,974,494,66.3
75619054140,"Oberkulm",1599,902,56.4,897,625,264,70.3
75619054141,"Reinach (AG)",4294,2048,47.7,2048,1359,670,67
75619054142,"Schlossrued",624,315,50.5,313,244,67,78.5
75619054143,"Schmiedrued",864,404,46.8,386,283,99,74.1
75619054144,"Schöftland",2623,1321,50.4,1319,816,485,62.7
75619054145,"Teufenthal (AG)",1041,510,49,510,344,160,68.3
75619054146,"Unterkulm",1756,939,53.5,938,610,321,65.5
75619054147,"Zetzwil",934,527,56.4,523,382,139,73.3
75619064161,"Eiken",1373,615,44.8,614,368,237,60.8
75619064163,"Frick",2960,1535,51.9,1526,825,689,54.5
75619064164,"Gansingen",735,403,54.8,403,238,160,59.8
75619064165,"Gipf-Oberfrick",2314,1220,52.7,1218,571,634,47.4
75619064166,"Herznach",936,525,56.1,523,302,216,58.3
75619064167,"Hornussen",627,324,51.7,322,187,130,59
75619064169,"Kaisten",1738,872,50.2,868,497,360,58
75619064170,"Laufenburg",1862,914,49.1,909,484,413,54
75619064172,"Münchwilen (AG)",518,273,52.7,272,181,88,67.3
75619064173,"Oberhof",411,206,50.1,205,123,81,60.3
75619064175,"Oeschgen",635,323,50.9,323,215,106,67
75619064176,"Schwaderloch",441,216,49,216,151,63,70.6
75619064177,"Sisseln",893,366,41,364,250,111,69.3
75619064179,"Ueken",553,305,55.2,305,179,122,59.5
75619064181,"Wittnau",830,454,54.7,454,261,191,57.7
75619064182,"Wölflinswil",713,397,55.7,389,240,148,61.9
75619064183,"Zeihen",700,399,57,399,227,167,57.6
75619064184,"Mettauertal",1426,710,49.8,709,400,305,56.7
75619074191,"Ammerswil",475,246,51.8,246,133,109,55
75619074192,"Boniswil",961,568,59.1,565,368,192,65.7
75619074193,"Brunegg",457,250,54.7,250,167,79,67.9
75619074194,"Dintikon",1207,633,52.4,633,430,198,68.5
75619074195,"Egliswil",955,499,52.3,499,299,195,60.5
75619074196,"Fahrwangen",1190,521,43.8,518,322,191,62.8
75619074197,"Hallwil",531,255,48,255,192,61,75.9
75619074198,"Hendschiken",666,333,50,332,203,128,61.3
75619074199,"Holderbank (AG)",556,271,48.7,270,209,59,78
75619074200,"Hunzenschwil",2003,944,47.1,944,670,264,71.7
75619074201,"Lenzburg",5070,2762,54.5,2760,1236,1485,45.4
75619074202,"Meisterschwanden",1834,1105,60.3,1105,702,391,64.2
75619074203,"Möriken-Wildegg",2682,1507,56.2,1507,872,622,58.4
75619074204,"Niederlenz",2456,1266,51.5,1265,708,535,57
75619074205,"Othmarsingen",1514,809,53.4,809,499,308,61.8
75619074206,"Rupperswil",2885,1559,54,1559,972,570,63
75619074207,"Schafisheim",1830,962,52.6,960,597,349,63.1
75619074208,"Seengen",2401,1383,57.6,1382,807,563,58.9
75619074209,"Seon",2991,1590,53.2,1590,988,583,62.9
75619074210,"Staufen",1796,1081,60.2,1076,578,489,54.2
75619084221,"Abtwil",601,315,52.4,314,213,98,68.5
75619084222,"Aristau",904,484,53.5,483,304,171,64
75619084223,"Auw",1083,490,45.2,488,311,172,64.4
75619084224,"Beinwil (Freiamt)",711,382,53.7,382,265,111,70.5
75619084225,"Benzenschwil",377,236,62.6,235,146,86,62.9
75619084226,"Besenbüren",429,249,58,247,170,77,68.8
75619084227,"Bettwil",419,232,55.4,232,146,83,63.8
75619084228,"Boswil",1769,853,48.2,853,579,263,68.8
75619084229,"Bünzen",722,394,54.6,394,244,145,62.7
75619084230,"Buttwil",821,410,49.9,410,242,161,60
75619084231,"Dietwil",841,430,51.1,430,291,134,68.5
75619084232,"Geltwil",125,78,62.4,78,37,39,48.7
75619084233,"Kallern",237,140,59.1,140,82,57,59
75619084234,"Merenschwand",1627,935,57.5,935,554,372,59.8
75619084235,"Mühlau",717,389,54.3,389,270,116,69.9
75619084236,"Muri (AG)",4339,2147,49.5,2146,1222,907,57.4
75619084237,"Oberrüti",912,481,52.7,481,298,174,63.1
75619084238,"Rottenschwil",563,328,58.3,328,217,107,67
75619084239,"Sins",2580,1403,54.4,1403,868,523,62.4
75619084240,"Waltenschwil",1712,913,53.3,912,572,333,63.2
75619094251,"Hellikon",610,303,49.7,303,218,82,72.7
75619094252,"Kaiseraugst",3130,1446,46.2,1446,818,606,57.4
75619094253,"Magden",2475,1378,55.7,1378,696,664,51.2
75619094254,"Möhlin",6231,2673,42.9,2669,1590,1057,60.1
75619094255,"Mumpf",755,319,42.3,319,200,116,63.3
75619094256,"Obermumpf",717,329,45.9,329,216,109,66.5
75619094257,"Olsberg",292,153,52.4,151,71,79,47.3
75619094258,"Rheinfelden",7159,3321,46.4,3320,1564,1704,47.9
75619094259,"Schupfart",567,297,52.4,297,198,94,67.8
75619094260,"Stein (AG)",1571,687,43.7,686,429,247,63.5
75619094261,"Wallbach",1295,630,48.6,629,399,219,64.6
75619094262,"Wegenstetten",781,380,48.7,380,222,150,59.7
75619094263,"Zeiningen",1567,781,49.8,780,417,358,53.8
75619094264,"Zuzgen",594,282,47.5,281,169,108,61
75619104271,"Aarburg",3493,1623,46.5,1623,968,629,60.6
75619104272,"Attelwil",234,128,54.7,128,98,28,77.8
75619104273,"Bottenwil",610,306,50.2,305,199,102,66.1
75619104274,"Brittnau",2657,1471,55.4,1469,887,562,61.2
75619104275,"Kirchleerau",594,341,57.4,341,244,95,72
75619104276,"Kölliken",2816,1484,52.7,1484,887,585,60.3
75619104277,"Moosleerau",577,297,51.5,296,215,80,72.9
75619104279,"Murgenthal",1967,937,47.6,930,643,276,70
75619104280,"Oftringen",6973,3250,46.6,3236,1995,1212,62.2
75619104281,"Reitnau",846,418,49.4,418,273,139,66.3
75619104282,"Rothrist",5263,2437,46.3,2431,1556,853,64.6
75619104283,"Safenwil",2460,1123,45.7,1123,766,344,69
75619104284,"Staffelbach",771,397,51.5,397,274,116,70.3
75619104285,"Strengelbach",2813,1393,49.5,1390,830,549,60.2
75619104286,"Uerkheim",952,523,54.9,521,362,150,70.7
75619104287,"Vordemwald",1333,729,54.7,729,431,287,60
75619104288,"Wiliberg",120,85,70.8,85,62,21,74.7
75619104289,"Zofingen",7638,4239,55.5,4238,2031,2156,48.5
75619114301,"Baldingen",204,96,47.1,96,66,28,70.2
75619114302,"Böbikon",130,66,50.8,66,51,15,77.3
75619114303,"Böttstein",1912,1026,53.7,1026,730,291,71.5
75619114304,"Döttingen",1946,1015,52.2,1012,661,341,66
75619114305,"Endingen",1299,732,56.4,731,375,348,51.9
75619114306,"Fisibach",241,125,51.9,125,78,46,62.9
75619114307,"Full-Reuenthal",576,292,50.7,292,173,112,60.7
75619114308,"Kaiserstuhl",264,137,51.9,137,49,87,36
75619114309,"Klingnau",1951,1015,52,1014,628,370,62.9
75619114310,"Koblenz",819,423,51.6,421,284,137,67.5
75619114311,"Leibstadt",776,398,51.3,398,294,99,74.8
75619114312,"Lengnau (AG)",1686,937,55.6,936,555,375,59.7
75619114313,"Leuggern",1469,854,58.1,854,622,222,73.7
75619114314,"Mellikon",173,86,49.7,85,49,36,57.6
75619114315,"Rekingen (AG)",556,267,48,267,172,95,64.4
75619114316,"Rietheim",389,173,44.5,173,101,70,59.1
75619114317,"Rümikon",157,86,54.8,86,48,38,55.8
75619114318,"Schneisingen",963,534,55.5,534,326,204,61.5
75619114319,"Siglistorf",392,198,50.5,198,135,62,68.5
75619114320,"Tegerfelden",743,378,50.9,378,229,143,61.6
75619114321,"Unterendingen",257,146,56.8,146,77,66,53.8
75619114322,"Wislikofen",247,147,59.5,145,66,76,46.5
75619114323,"Bad Zurzach",2294,1259,54.9,1255,740,497,59.8
75620014401,"Arbon",8053,4195,52.1,4064,2284,1729,56.9
75620014406,"Dozwil",420,240,57.1,235,168,67,71.5
75620014411,"Egnach",2952,1555,52.7,1496,914,563,61.9
75620014416,"Hefenhofen",838,407,48.6,396,235,158,59.8
75620014421,"Horn",1747,905,51.8,894,518,367,58.5
75620014426,"Kesswil",650,405,62.3,398,223,171,56.6
75620014431,"Roggwil (TG)",1975,1085,54.9,1054,655,390,62.7
75620014436,"Romanshorn",5878,2776,47.2,2727,1531,1165,56.8
75620014441,"Salmsach",817,415,50.8,409,233,170,57.8
75620014446,"Sommeri",370,220,59.5,206,142,63,69.3
75620014451,"Uttwil",1171,648,55.3,636,388,234,62.4
75620024461,"Amriswil",7155,3435,48,3316,2106,1175,64.2
75620024471,"Bischofszell",3450,2067,59.9,2020,1222,778,61.1
75620024476,"Erlen",2010,914,45.5,894,606,275,68.8
75620024486,"Hauptwil-Gottshaus",1247,609,48.8,607,420,184,69.5
75620024495,"Hohentannen",408,214,52.5,211,148,62,70.5
75620024501,"Kradolf-Schönenberg",2092,1013,48.4,1010,646,350,64.9
75620024506,"Sulgen",2195,1376,62.7,1328,810,505,61.6
75620024511,"Zihlschlacht-Sitterdorf",1422,714,50.2,713,501,205,71
75620034536,"Basadingen-Schlattingen",1175,647,55.1,629,423,198,68.1
75620034545,"Diessenhofen",1994,1055,52.9,1052,649,396,62.1
75620034546,"Schlatt (TG)",1115,595,53.4,593,405,181,69.1
75620044551,"Aadorf",5572,2996,53.8,2844,1778,1047,62.9
75620044561,"Felben-Wellhausen",1616,777,48.1,749,469,275,63
75620044566,"Frauenfeld",14971,7726,51.6,7603,3926,3617,52
75620044571,"Gachnang",2339,1253,53.6,1229,749,469,61.5
75620044590,"Hüttlingen",602,319,53,314,192,118,61.9
75620044591,"Matzingen",1594,741,46.5,731,442,285,60.8
75620044601,"Neunforn",732,386,52.7,386,251,132,65.5
75620044606,"Stettfurt",785,436,55.5,427,265,162,62.1
75620044611,"Thundorf",946,456,48.2,455,290,159,64.6
75620044616,"Uesslingen-Buch",803,426,53.1,421,273,144,65.5
75620044621,"Warth-Weiningen",926,534,57.7,533,336,193,63.5
75620054641,"Altnau",1267,621,49,621,332,283,54
75620054643,"Bottighofen",1265,749,59.2,737,388,338,53.4
75620054646,"Ermatingen",1738,924,53.2,910,523,381,57.9
75620054651,"Gottlieben",170,107,62.9,105,46,57,44.7
75620054656,"Güttingen",937,525,56,514,323,186,63.5
75620054666,"Kemmental",1519,717,47.2,705,487,210,69.9
75620054671,"Kreuzlingen",8295,4122,49.7,3970,2140,1773,54.7
75620054681,"Langrickenbach",757,403,53.2,402,282,118,70.5
75620054683,"Lengwil",865,438,50.6,436,280,153,64.7
75620054691,"Münsterlingen",1491,795,53.3,794,429,357,54.6
75620054696,"Tägerwilen",2144,1058,49.3,1020,578,422,57.8
75620054701,"Wäldi",702,352,50.1,345,253,88,74.2
75620064711,"Affeltrangen",1591,845,53.1,831,611,213,74.2
75620064716,"Bettwiesen",682,353,51.8,339,215,122,63.8
75620064721,"Bichelsee-Balterswil",1850,966,52.2,943,622,318,66.2
75620064723,"Braunau",460,266,57.8,262,184,73,71.6
75620064724,"Eschlikon",2738,1420,51.9,1392,824,557,59.7
75620064726,"Fischingen",1864,1025,55,1011,662,335,66.4
75620064741,"Lommis",768,402,52.3,397,271,126,68.3
75620064746,"Münchwilen (TG)",3015,1468,48.7,1441,940,483,66.1
75620064751,"Rickenbach (TG)",1484,691,46.6,678,441,236,65.1
75620064756,"Schönholzerswilen",538,309,57.4,308,213,93,69.6
75620064761,"Sirnach",4402,2110,47.9,2039,1250,768,61.9
75620064776,"Tobel-Tägerschen",945,483,51.1,465,355,105,77.2
75620064781,"Wängi",2815,1382,49.1,1304,823,470,63.7
75620064786,"Wilen (TG)",1391,745,53.6,738,414,320,56.4
75620064791,"Wuppenau",743,392,52.8,391,253,133,65.5
75620074801,"Berlingen",576,326,56.6,321,175,144,54.9
75620074806,"Eschenz",1138,565,49.6,565,340,220,60.7
75620074811,"Herdern",672,346,51.5,329,191,137,58.2
75620074816,"Homburg",1103,555,50.3,544,364,176,67.4
75620074821,"Hüttwilen",1040,588,56.5,574,330,236,58.3
75620074826,"Mammern",347,209,60.2,209,109,98,52.7
75620074831,"Müllheim",1766,791,44.8,738,481,248,66
75620074841,"Pfyn",1352,693,51.3,688,629,54,92.1
75620074846,"Raperswilen",288,162,56.3,162,131,29,81.9
75620074851,"Salenstein",812,484,59.6,473,290,176,62.2
75620074864,"Steckborn",2230,1102,49.4,1071,577,474,54.9
75620074871,"Wagenhausen",1083,552,51,545,362,178,67
75620084881,"Amlikon-Bissegg",926,464,50.1,460,333,124,72.9
75620084891,"Berg (TG)",2099,1116,53.2,1105,734,366,66.7
