"id","municipality_name","entitled_to_vote","votes_cast","turnout","valid_votes","yes","no","yes_percentage"
75622285861,"Rolle","2,551","1,443",56.6,"1,413","516","897",36.5
75622285862,"Tartegnin","134","103",76.9,"102","32","70",31.4
75622285863,"Vinzel","205","133",64.9,"125","34","91",27.2
75622245871,"L'Abbaye","967","559",57.8,"546","223","323",40.8
75622245872,"Le Chenit","2,675","1,478",55.3,"1,453","641","812",44.1
75622245873,"Le Lieu","598","354",59.2,"346","138","208",39.9
75622305881,"Blonay","3,645","2,337",64.1,"2,295","787","1,508",34.3
75622305882,"Chardonne","1,746","1,156",66.2,"1,142","402","740",35.2
75622305883,"Corseaux","1,366","927",67.9,"910","305","605",33.5
75622305884,"Corsier-sur-Vevey","1,846","1,099",59.5,"1,073","469","604",43.7
75622305885,"Jongny","877","602",68.6,"592","232","360",39.2
75622305886,"Montreux","11,585","6,198",53.5,"6,106","2,485","3,621",40.7
75622305888,"Saint-Légier-La Chiésaz","2,981","2,013",67.5,"1,973","674","1,299",34.2
75622305889,"La Tour-de-Peilz","6,456","3,982",61.7,"3,928","1,416","2,512",36
75622305890,"Vevey","8,682","4,612",53.1,"4,557","1,603","2,954",35.2
75622305891,"Veytaux","507","269",53.1,"262","102","160",38.9
75622245902,"Belmont-sur-Yverdon","248","129",52,"127","62","65",48.8
75622245903,"Bioley-Magnoux","151","106",70.2,"106","62","44",58.5
75622245904,"Chamblon","409","244",59.7,"236","109","127",46.2
75622245905,"Champvent","366","226",61.7,"221","107","114",48.4
75622245907,"Chavannes-le-Chêne","197","91",46.2,"91","42","49",46.2
75622245908,"Chêne-Pâquier","94","66",70.2,"65","32","33",49.2
75622245909,"Cheseaux-Noréaz","449","302",67.3,"295","102","193",34.6
75622245910,"Cronay","267","169",63.3,"168","70","98",41.7
75622245911,"Cuarny","150","90",60,"90","58","32",64.4
75622245912,"Démoret","100","77",77,"74","35","39",47.3
75622245913,"Donneloye","542","315",58.1,"313","157","156",50.2
75622245914,"Ependes (VD)","229","139",60.7,"139","69","70",49.6
75622245915,"Essert-Pittet","88","50",56.8,"50","22","28",44
75622245919,"Mathod","367","250",68.1,"245","109","136",44.5
75622245921,"Molondin","151","109",72.2,"109","57","52",52.3
75622245922,"Montagny-près-Yverdon","475","272",57.3,"266","108","158",40.6
75622235923,"Oppens","114","85",74.6,"85","41","44",48.2
75622245924,"Orges","196","116",59.2,"114","45","69",39.5
75622245925,"Orzens","155","102",65.8,"101","44","57",43.6
75622245926,"Pomy","473","311",65.8,"305","126","179",41.3
75622245928,"Rovray","116","90",77.6,"89","52","37",58.4
75622245929,"Suchy","312","211",67.6,"206","78","128",37.9
75622245930,"Suscévaz","148","99",66.9,"99","51","48",51.5
75622245931,"Treycovagnes","335","220",65.7,"217","89","128",41
75622245932,"Ursins","155","95",61.3,"93","39","54",41.9
75622245933,"Valeyres-sous-Montagny","453","257",56.7,"252","99","153",39.3
75622245934,"Valeyres-sous-Ursins","173","129",74.6,"124","64","60",51.6
75622245935,"Villars-Epeney","65","46",70.8,"46","23","23",50
75622245937,"Vugelles-La Mothe","79","46",58.2,"46","27","19",58.7
75622245938,"Yverdon-les-Bains","14,939","7,977",53.4,"7,848","3,260","4,588",41.5
75622245939,"Yvonand","1,966","1,139",57.9,"1,128","508","620",45
75623016002,"Brig-Glis","9,106","5,231",57.4,"5,096","2,689","2,407",52.8
75623016004,"Eggerberg","277","162",58.5,"161","107","54",66.5
75623016007,"Naters","6,979","4,194",60.1,"4,139","2,297","1,842",55.5
75623016008,"Ried-Brig","1,463","896",61.2,"881","463","418",52.6
75623016009,"Simplon","281","162",57.7,"157","84","73",53.5
75623016010,"Termen","652","412",63.2,"408","211","197",51.7
75623016011,"Zwischbergen","61","41",67.2,"41","32","9",78
75623026021,"Ardon","1,514","955",63.1,"921","474","447",51.5
75623026022,"Chamoson","2,215","1,494",67.4,"1,460","689","771",47.2
75623026023,"Conthey","5,065","3,090",61,"3,028","1,466","1,562",48.4
75623026024,"Nendaz","4,345","2,574",59.2,"2,522","1,145","1,377",45.4
75623026025,"Vétroz","3,165","2,058",65,"2,006","1,001","1,005",49.9
75623036031,"Bagnes","4,445","2,566",57.7,"2,508","1,058","1,450",42.2
75623036032,"Bourg-Saint-Pierre","137","109",79.6,"108","48","60",44.4
75623036033,"Liddes","541","355",65.6,"349","147","202",42.1
75623036034,"Orsières","2,127","1,483",69.7,"1,454","637","817",43.8
75623036035,"Sembrancher","628","402",64,"393","229","164",58.3
75623036036,"Vollèges","1,214","763",62.9,"745","288","457",38.7
75623046052,"Bellwald","300","178",59.3,"177","87","90",49.2
75623046054,"Binn","111","59",53.2,"58","23","35",39.7
75623046055,"Blitzingen","57","30",52.6,"30","16","14",53.3
75623046056,"Ernen","433","243",56.1,"241","120","121",49.8
75623046057,"Fiesch","695","393",56.5,"390","197","193",50.5
75623046058,"Fieschertal","245","151",61.6,"149","85","64",57
75623046061,"Lax","192","125",65.1,"124","52","72",41.9
75623046064,"Niederwald","35","27",77.1,"27","8","19",29.6
75623046073,"Grafschaft","149","107",71.8,"107","70","37",65.4
75623046074,"Münster-Geschinen","369","200",54.2,"198","91","107",46
75623046075,"Reckingen-Gluringen","363","202",55.6,"193","102","91",52.8
75623046076,"Obergoms","497","267",53.7,"262","140","122",53.4
75623056081,"Les Agettes","232","152",65.5,"151","74","77",49
75623056082,"Ayent","2,767","1,753",63.4,"1,715","703","1,012",41
75623056083,"Evolène","1,325","982",74.1,"968","441","527",45.6
75623056084,"Hérémence","1,126","823",73.1,"807","412","395",51.1
75623056087,"Saint-Martin (VS)","704","531",75.4,"524","227","297",43.3
75623056089,"Vex","1,167","772",66.2,"742","342","400",46.1
75623056090,"Mont-Noble","763","510",66.8,"494","209","285",42.3
75623066101,"Agarn","588","382",65,"370","213","157",57.6
75623066102,"Albinen","200","138",69,"135","69","66",51.1
75623066104,"Ergisch","165","132",80,"131","97","34",74
75623066109,"Inden","83","53",63.9,"53","24","29",45.3
75623066110,"Leuk","2,773","1,774",64,"1,752","965","787",55.1
75623066111,"Leukerbad","799","420",52.6,"409","203","206",49.6
75623066112,"Oberems","97","52",53.6,"52","25","27",48.1
75623066113,"Salgesch","974","713",73.2,"698","431","267",61.7
75623066116,"Varen","483","294",60.9,"287","148","139",51.6
75623066117,"Guttet-Feschel","333","204",61.3,"198","119","79",60.1
75623066118,"Gampel-Bratsch","1,433","1,020",71.2,"1,009","594","415",58.9
75623066119,"Turtmann-Unterems","863","564",65.4,"546","320","226",58.6
75623076131,"Bovernier","599","398",66.4,"392","192","200",49
75623076132,"Charrat","853","681",79.8,"657","315","342",47.9
75623076133,"Fully","5,101","3,321",65.1,"3,234","1,443","1,791",44.6
75623076134,"Isérables","725","470",64.8,"462","273","189",59.1
75623076135,"Leytron","2,019","1,397",69.2,"1,378","682","696",49.5
75623076136,"Martigny","9,662","5,922",61.3,"5,795","2,448","3,347",42.2
75623076137,"Martigny-Combe","1,588","985",62,"953","425","528",44.6
75623076139,"Riddes","1,629","1,078",66.2,"1,055","521","534",49.4
75623076140,"Saillon","1,478","960",65,"945","427","518",45.2
75623076141,"Saxon","2,729","1,884",69,"1,839","1,061","778",57.7
75623076142,"Trient","111","82",73.9,"82","39","43",47.6
75623086151,"Champéry","801","520",64.9,"506","220","286",43.5
75623086152,"Collombey-Muraz","4,637","2,686",57.9,"2,638","1,377","1,261",52.2
75623086153,"Monthey","9,624","5,574",57.9,"5,413","2,538","2,875",46.9
75623086154,"Port-Valais","2,109","1,191",56.5,"1,169","643","526",55
75623086155,"Saint-Gingolph","613","358",58.4,"348","170","178",48.9
75623086156,"Troistorrents","3,021","1,940",64.2,"1,883","1,056","827",56.1
75623086157,"Val-d'Illiez","1,219","797",65.4,"778","472","306",60.7
75623086158,"Vionnaz","1,526","920",60.3,"893","423","470",47.4
75623086159,"Vouvry","2,294","1,246",54.3,"1,220","630","590",51.6
75623096172,"Bister","27","16",59.3,"16","11","5",68.8
75623096173,"Bitsch","645","394",61.1,"391","225","166",57.5
75623096177,"Grengiols","358","172",48,"164","95","69",57.9
75623096181,"Riederalp","348","205",58.9,"201","94","107",46.8
75623096191,"Ausserberg","495","367",74.1,"366","221","145",60.4
75623096192,"Blatten","230","158",68.7,"154","89","65",57.8
75623096193,"Bürchen","580","357",61.6,"353","176","177",49.9
75623096194,"Eischoll","385","203",52.7,"203","116","87",57.1
75623096195,"Ferden","215","124",57.7,"123","64","59",52
75623096197,"Kippel","302","176",58.3,"174","68","106",39.1
75623096198,"Niedergesteln","514","331",64.4,"327","170","157",52
75623096199,"Raron","1,301","782",60.1,"767","429","338",55.9
75623096201,"Unterbäch","328","175",53.4,"175","71","104",40.6
75623096202,"Wiler (Lötschen)","411","215",52.3,"214","104","110",48.6
75623096203,"Mörel-Filet","505","329",65.1,"323","157","166",48.6
75623096204,"Steg-Hohtenn","1,180","779",66,"768","430","338",56
75623096205,"Bettmeralp","335","162",48.4,"158","87","71",55.1
75623106211,"Collonges","471","288",61.1,"286","133","153",46.5
75623106212,"Dorénaz","541","341",63,"337","191","146",56.7
75623106213,"Evionnaz","792","492",62.1,"480","236","244",49.2
75623106214,"Finhaut","263","174",66.2,"170","53","117",31.2
75623106215,"Massongex","1,077","666",61.8,"650","296","354",45.5
75623106217,"Saint-Maurice","2,571","1,628",63.3,"1,588","673","915",42.4
75623106218,"Salvan","952","592",62.2,"587","226","361",38.5
75623106219,"Vernayaz","1,082","697",64.4,"681","309","372",45.4
75623106220,"Vérossaz","479","325",67.8,"322","140","182",43.5
75623116232,"Chalais","2,229","1,424",63.9,"1,383","650","733",47
75623116234,"Chermignon","1,837","1,286",70,"1,278","623","655",48.7
75623116235,"Chippis","767","503",65.6,"490","235","255",48
75623116238,"Grône","1,504","930",61.8,"916","470","446",51.3
75623116239,"Icogne","378","238",63,"231","105","126",45.5
75623116240,"Lens","2,305","1,518",65.9,"1,495","746","749",49.9
75623116241,"Miège","882","598",67.8,"582","240","342",41.2
75623116242,"Mollens (VS)","558","359",64.3,"346","167","179",48.3
75623116243,"Montana","1,438","903",62.8,"889","438","451",49.3
75623116244,"Randogne","1,530","938",61.3,"921","436","485",47.3
75623116246,"Saint-Léonard","1,448","1,031",71.2,"996","455","541",45.7
75623116248,"Sierre","9,463","5,876",62.1,"5,672","2,658","3,014",46.9
75623116249,"Venthône","876","615",70.2,"606","246","360",40.6
75623116250,"Veyras","1,194","814",68.2,"796","362","434",45.5
75623116252,"Anniviers","1,765","1,168",66.2,"1,147","461","686",40.2
75623126261,"Arbaz","807","508",62.9,"495","245","250",49.5
75623126263,"Grimisuat","2,027","1,421",70.1,"1,388","545","843",39.3
75623126265,"Savièse","4,972","3,410",68.6,"3,393","1,673","1,720",49.3
75623126266,"Sion","19,836","12,105",61,"11,792","4,769","7,023",40.4
75623126267,"Veysonnaz","404","207",51.2,"204","63","141",30.9
75623136281,"Baltschieder","911","531",58.3,"525","306","219",58.3
75623136282,"Eisten","176","94",53.4,"94","48","46",51.1
75623136283,"Embd","257","133",51.8,"133","88","45",66.2
75623136285,"Grächen","1,034","539",52.1,"529","318","211",60.1
75623136286,"Lalden","494","328",66.4,"322","190","132",59
75623136287,"Randa","283","174",61.5,"174","105","69",60.3
75623136288,"Saas-Almagell","279","183",65.6,"183","113","70",61.7
75623136289,"Saas-Balen","298","202",67.8,"200","134","66",67
75623136290,"Saas-Fee","982","571",58.1,"562","214","348",38.1
75623136291,"Saas-Grund","783","443",56.6,"441","311","130",70.5
75623136292,"St. Niklaus","1,699","919",54.1,"904","592","312",65.5
75623136293,"Stalden (VS)","866","566",65.4,"560","334","226",59.6
75623136294,"Staldenried","453","293",64.7,"291","143","148",49.1
75623136295,"Täsch","486","255",52.5,"253","167","86",66
75623136296,"Törbel","392","228",58.2,"227","162","65",71.4
75623136297,"Visp","4,831","2,758",57.1,"2,698","1,439","1,259",53.3
75623136298,"Visperterminen","1,098","655",59.7,"650","265","385",40.8
75623136299,"Zeneggen","205","114",55.6,"114","53","61",46.5
75623136300,"Zermatt","2,991","1,534",51.3,"1,469","818","651",55.7
75623046391,"Kommunanz Reckingen-Gluringen/Grafschaft",NA,NA,NA,NA,NA,NA,NA
75624016402,"Bevaix","2,577","1,576",61.2,"1,554","612","942",39.4
75624016404,"Boudry","3,203","1,723",53.8,"1,696","704","992",41.5
75624016405,"Brot-Dessous","102","65",63.7,"63","32","31",50.8
75624016407,"Corcelles-Cormondrèche","3,020","1,969",65.2,"1,950","576","1,374",29.5
75624016408,"Cortaillod","3,073","1,770",57.6,"1,737","657","1,080",37.8
75624016409,"Fresens","166","124",74.7,"124","45","79",36.3
75624016410,"Gorgier","1,394","833",59.8,"819","324","495",39.6
75624016411,"Montalchez","171","101",59.1,"98","48","50",49
75624016412,"Peseux","3,221","1,740",54,"1,716","734","982",42.8
75624016413,"Rochefort","832","525",63.1,"517","193","324",37.3
75624016414,"Saint-Aubin-Sauges","1,567","903",57.6,"891","330","561",37
75624016415,"Vaumarcus","173","123",71.1,"122","35","87",28.7
75624016416,"Milvignes","5,969","3,692",61.9,"3,643","1,295","2,348",35.5
75624026421,"La Chaux-de-Fonds","22,670","11,478",50.6,"11,281","4,491","6,790",39.8
75624026422,"Les Planchettes","163","97",59.5,"96","43","53",44.8
75624026423,"La Sagne","801","449",56.1,"439","212","227",48.3
75624036431,"Les Brenets","850","491",57.8,"486","232","254",47.7
75624036432,"La Brévine","531","321",60.5,"318","190","128",59.7
75624036433,"Brot-Plamboz","193","123",63.7,"119","73","46",61.3
75624036434,"Le Cerneux-Péquignot","263","160",60.8,"160","84","76",52.5
75624036435,"La Chaux-du-Milieu","352","234",66.5,"232","100","132",43.1
75624036436,"Le Locle","6,444","3,365",52.2,"3,318","1,509","1,809",45.5
75624036437,"Les Ponts-de-Martel","985","592",60.1,"579","280","299",48.4
75624046451,"Cornaux","989","588",59.5,"584","296","288",50.7
75624046452,"Cressier (NE)","1,143","683",59.8,"676","283","393",41.9
75624046453,"Enges","205","125",61,"123","48","75",39
75624046454,"Hauterive (NE)","1,640","995",60.7,"985","325","660",33
75624046455,"Le Landeron","2,979","1,633",54.8,"1,616","690","926",42.7
75624046456,"Lignières","653","368",56.4,"365","161","204",44.1
75624046458,"Neuchâtel","19,630","10,677",54.4,"10,539","3,290","7,249",31.2
75624046459,"Saint-Blaise","2,158","1,329",61.6,"1,311","407","904",31
75624046461,"La Tène","2,858","1,661",58.1,"1,639","621","1,018",37.9
75624056485,"Valangin","284","185",65.1,"185","71","114",38.4
75624056487,"Val-de-Ruz","10,823","6,278",58,"6,176","2,612","3,564",42.3
75624066504,"La Côte-aux-Fées","380","258",67.9,"257","127","130",49.4
75624066511,"Les Verrières","576","295",51.2,"290","139","151",47.9
75624066512,"Val-de-Travers","7,591","3,743",49.3,"3,699","1,866","1,833",50.4
75625006601,"Aire-la-Ville","678","455",67.1,"442","180","262",40.7
75625006602,"Anières","1,239","845",68.2,"835","303","532",36.3
75625006603,"Avully","1,080","641",59.4,"627","263","364",41.9
75625006604,"Avusy","946","626",66.2,"613","227","386",37
75625006605,"Bardonnex","1,359","943",69.4,"895","310","585",34.6
75625006606,"Bellevue","1,481","855",57.7,"834","345","489",41.4
75625006607,"Bernex","6,043","3,787",62.7,"3,700","1,425","2,275",38.5
75625006608,"Carouge (GE)","10,134","5,962",58.8,"5,832","2,182","3,650",37.4
75625006609,"Cartigny","542","392",72.3,"387","124","263",32
75625006610,"Céligny","347","222",64,"217","68","149",31.3
75625006611,"Chancy","733","430",58.7,"421","180","241",42.8
75625006612,"Chêne-Bougeries","5,757","3,651",63.4,"3,569","1,249","2,320",35
75625006613,"Chêne-Bourg","4,092","2,355",57.6,"2,310","891","1,419",38.6
75625006614,"Choulex","630","423",67.1,"414","155","259",37.4
75625006615,"Collex-Bossy","867","570",65.7,"560","181","379",32.3
75625006616,"Collonge-Bellerive","4,180","2,787",66.7,"2,735","961","1,774",35.1
75625006617,"Cologny","2,519","1,598",63.4,"1,571","595","976",37.9
75625006618,"Confignon","2,730","1,823",66.8,"1,769","588","1,181",33.2
75625006619,"Corsier (GE)","1,077","718",66.7,"707","266","441",37.6
75625006620,"Dardagny","828","514",62.1,"507","203","304",40
75625006621,"Genève","81,774","46,286",56.6,"45,332","17,168","28,164",37.9
75625006622,"Genthod","1,352","839",62.1,"827","332","495",40.1
75625006623,"Le Grand-Saconnex","4,989","2,748",55.1,"2,700","1,118","1,582",41.4
75625006624,"Gy","303","189",62.4,"189","58","131",30.7
75625006625,"Hermance","519","340",65.5,"332","106","226",31.9
75625006626,"Jussy","755","525",69.5,"517","217","300",42
75625006627,"Laconnex","431","311",72.2,"304","94","210",30.9
75625006628,"Lancy","14,709","8,371",56.9,"8,172","3,609","4,563",44.2
75625006629,"Meinier","1,277","833",65.2,"817","310","507",37.9
75625006630,"Meyrin","9,660","5,386",55.8,"5,283","2,550","2,733",48.3
75625006631,"Onex","9,154","5,169",56.5,"5,047","2,411","2,636",47.8
75625006632,"Perly-Certoux","1,742","1,032",59.2,"1,005","442","563",44
75625006633,"Plan-les-Ouates","5,678","3,536",62.3,"3,454","1,362","2,092",39.4
75625006634,"Pregny-Chambésy","1,399","872",62.3,"855","300","555",35.1
75625006635,"Presinge","391","245",62.7,"238","79","159",33.2
75625006636,"Puplinge","1,334","882",66.1,"862","357","505",41.4
75625006637,"Russin","290","211",72.8,"206","78","128",37.9
75625006638,"Satigny","2,116","1,391",65.7,"1,367","520","847",38
75625006639,"Soral","462","303",65.6,"293","111","182",37.9
75625006640,"Thônex","7,263","4,277",58.9,"4,194","1,856","2,338",44.3
75625006641,"Troinex","1,409","951",67.5,"931","311","620",33.4
75625006642,"Vandoeuvres","1,418","957",67.5,"935","337","598",36
75625006643,"Vernier","14,730","7,810",53,"7,611","3,739","3,872",49.1
75625006644,"Versoix","5,763","3,338",57.9,"3,252","1,324","1,928",40.7
75625006645,"Veyrier","6,173","3,940",63.8,"3,865","1,376","2,489",35.6
75626016702,"Boécourt","640","325",50.8,"320","151","169",47.2
75626016703,"Bourrignon","236","151",64,"147","79","68",53.7
75626016704,"Châtillon (JU)","318","179",56.3,"178","93","85",52.2
75626016705,"Corban","363","196",54,"195","99","96",50.8
75626016706,"Courchapoix","312","163",52.2,"159","72","87",45.3
75626016708,"Courrendlin","1,719","807",46.9,"796","425","371",53.4
75626016709,"Courroux","2,199","1,114",50.7,"1,098","572","526",52.1
75626016710,"Courtételle","1,714","847",49.4,"834","356","478",42.7
75626016711,"Delémont","7,648","3,803",49.7,"3,755","1,214","2,541",32.3
75626016712,"Develier","986","512",51.9,"502","205","297",40.8
75626016713,"Ederswiler","102","50",49,"50","46","4",92
75626016715,"Mervelier","434","230",53,"222","92","130",41.4
75626016716,"Mettembert","80","55",68.8,"55","12","43",21.8
75626016718,"Movelier","301","170",56.5,"165","100","65",60.6
75626016719,"Pleigne","318","165",51.9,"163","66","97",40.5
75626016720,"Rebeuvelier","291","158",54.3,"154","84","70",54.5
75626016721,"Rossemaison","435","254",58.4,"250","99","151",39.6
75626016722,"Saulcy","207","102",49.3,"100","37","63",37
75626016724,"Soyhières","343","169",49.3,"165","93","72",56.4
75626016728,"Vellerat","58","41",70.7,"41","24","17",58.5
75626016729,"Haute-Sorne","4,667","2,336",50.1,"2,298","1,077","1,221",46.9
75626016730,"Val Terbi","1,937","973",50.2,"958","406","552",42.4
75626026741,"Le Bémont (JU)","265","128",48.3,"125","60","65",48
75626026742,"Les Bois","851","406",47.7,"400","141","259",35.3
75626026743,"Les Breuleux","1,029","555",53.9,"538","198","340",36.8
75626026744,"La Chaux-des-Breuleux","87","54",62.1,"54","28","26",51.9
75626026745,"Les Enfers","116","68",58.6,"66","29","37",43.9
75626026748,"Les Genevez (JU)","438","234",53.4,"232","108","124",46.6
75626026750,"Lajoux (JU)","532","279",52.4,"275","100","175",36.4
75626026751,"Montfaucon","466","244",52.4,"242","90","152",37.2
75626026753,"Muriaux","434","230",53,"225","104","121",46.2
75626026754,"Le Noirmont","1,251","641",51.2,"628","256","372",40.8
75626026757,"Saignelégier","1,916","1,012",52.8,"995","337","658",33.9
75626026758,"Saint-Brais","201","110",54.7,"110","55","55",50
75626026759,"Soubey","146","57",39,"56","28","28",50
75626036771,"Alle","1,201","675",56.2,"665","335","330",50.4
75626036773,"Beurnevésin","116","69",59.5,"67","42","25",62.7
75626036774,"Boncourt","1,023","534",52.2,"528","237","291",44.9
75626036775,"Bonfol","596","289",48.5,"284","183","101",64.4
75626036778,"Bure","572","340",59.4,"334","192","142",57.5
75626036781,"Coeuve","540","275",50.9,"266","137","129",51.5
75626036782,"Cornol","752","362",48.1,"359","190","169",52.9
75626036783,"Courchavon","221","141",63.8,"140","66","74",47.1
75626036784,"Courgenay","1,638","797",48.7,"788","411","377",52.2
75626036785,"Courtedoux","609","319",52.4,"314","158","156",50.3
75626036787,"Damphreux","137","82",59.9,"82","51","31",62.2
75626036789,"Fahy","300","156",52,"148","79","69",53.4
75626036790,"Fontenais","1,249","709",56.8,"695","288","407",41.4
75626036792,"Grandfontaine","290","159",54.8,"157","50","107",31.8
75626036793,"Lugnez","146","72",49.3,"70","47","23",67.1
75626036800,"Porrentruy","4,724","2,383",50.4,"2,342","907","1,435",38.7
75626036803,"Rocourt","132","84",63.6,"83","44","39",53
75626036806,"Vendlincourt","442","245",55.4,"242","130","112",53.7
75626036807,"Basse-Allaine","983","456",46.4,"449","222","227",49.4
75626036808,"Clos du Doubs","1,061","526",49.6,"523","278","245",53.2
75626036809,"Haute-Ajoie","830","439",52.9,"434","224","210",51.6
75626036810,"La Baroche","886","468",52.8,"458","239","219",52.2
75603009030,"LU-Ausland-CH","3,839","1,753",45.7,"1,711","551","1,160",32.2
75604009040,"UR-Ausland-CH","413","166",40.2,"166","57","109",34.3
75610009100,"FR-CH de l'étranger","4,349","1,765",40.6,"1,738","596","1,142",34.3
75612009120,"BS-Ausland-CH","7,043","2,780",39.5,"2,760","784","1,976",28.4
75616009160,"AI-Ausland-CH","301","108",35.9,"104","51","53",49
75617009170,"SG-Ausland-CH","5,793","2,683",46.3,"2,657","1,011","1,646",38.1
75619009190,"AG-Ausland-CH","7,510","2,990",39.8,"2,960","1,015","1,945",34.3
75620009200,"TG-Ausland-CH","2,808","1,230",43.8,"1,217","453","764",37.2
75622009220,"VD-CH de l'étranger","15,211","5,615",36.9,"5,529","1,706","3,823",30.9
75623009230,"VS-CH de l'étranger","4,536","1,678",37,"1,603","543","1,060",33.9
75625009250,"GE-CH de l'étranger","21,299","9,507",44.6,"9,366","2,684","6,682",28.7
