"id","municipality_name","entitled_to_vote","votes_cast","turnout","valid_votes","yes","no","yes_percentage"
75620134851,"Salenstein","805","485",60.2,"476","254","222",53.4
75620124864,"Steckborn","2,266","1,209",53.4,"1,153","594","559",51.5
75620124871,"Wagenhausen","1,086","605",55.7,"583","369","214",63.3
75620154881,"Amlikon-Bissegg","972","567",58.3,"562","396","166",70.5
75620154891,"Berg (TG)","2,215","1,235",55.8,"1,203","717","486",59.6
75620154901,"Birwinken","940","558",59.4,"544","378","166",69.5
75620154911,"Bürglen (TG)","2,163","1,111",51.4,"1,087","698","389",64.2
75620154921,"Bussnang","1,522","853",56,"850","579","271",68.1
75620154941,"Märstetten","1,883","1,025",54.4,"1,006","591","415",58.7
75620154946,"Weinfelden","7,229","3,950",54.6,"3,840","1,966","1,874",51.2
75620154951,"Wigoltingen","1,567","872",55.6,"850","551","299",64.8
75621015001,"Arbedo-Castione","2,658","1,574",59.2,"1,553","1,094","459",70.4
75621015002,"Bellinzona","10,683","5,637",52.8,"5,537","3,315","2,222",59.9
75621015003,"Cadenazzo","1,271","598",47,"583","422","161",72.4
75621015004,"Camorino","1,803","1,059",58.7,"1,031","700","331",67.9
75621015005,"Giubiasco","5,163","2,834",54.9,"2,784","1,855","929",66.6
75621015006,"Gnosca","480","277",57.7,"275","200","75",72.7
75621015007,"Gorduno","506","261",51.6,"258","164","94",63.6
75621015008,"Gudo","563","296",52.6,"292","202","90",69.2
75621015009,"Isone","320","196",61.3,"194","175","19",90.2
75621015010,"Lumino","923","537",58.2,"527","387","140",73.4
75621015012,"Moleno","82","64",78,"63","44","19",69.8
75621015013,"Monte Carasso","1,754","944",53.8,"930","655","275",70.4
75621015014,"Pianezzo","458","268",58.5,"262","162","100",61.8
75621015015,"Preonzo","450","242",53.8,"238","148","90",62.2
75621015017,"Sant'Antonino","1,323","728",55,"712","550","162",77.2
75621015018,"Sant'Antonio","186","107",57.5,"107","71","36",66.4
75621015019,"Sementina","1,899","1,100",57.9,"1,086","763","323",70.3
75621025048,"Acquarossa","1,427","615",43.1,"605","420","185",69.4
75621025049,"Blenio","1,397","677",48.5,"665","483","182",72.6
75621025050,"Serravalle","1,783","938",52.6,"923","690","233",74.8
75621035061,"Airolo","1,042","593",56.9,"584","429","155",73.5
75621035063,"Bedretto","84","55",65.5,"55","40","15",72.7
75621035064,"Bodio","460","245",53.3,"245","179","66",73.1
75621035071,"Dalpe","161","110",68.3,"108","78","30",72.2
75621035072,"Faido","2,096","1,216",58,"1,201","792","409",65.9
75621035073,"Giornico","542","285",52.6,"283","205","78",72.4
75621035076,"Personico","228","131",57.5,"122","73","49",59.8
75621035077,"Pollegio","403","231",57.3,"228","161","67",70.6
75621035078,"Prato (Leventina)","270","165",61.1,"164","109","55",66.5
75621035079,"Quinto","739","389",52.6,"385","258","127",67
75621035081,"Sobrio","61","32",52.5,"32","25","7",78.1
75621045091,"Ascona","3,418","1,854",54.2,"1,832","1,143","689",62.4
75621045095,"Brione (Verzasca)","162","75",46.3,"71","48","23",67.6
75621045096,"Brione sopra Minusio","403","236",58.6,"235","148","87",63
75621045097,"Brissago","1,337","730",54.6,"705","470","235",66.7
75621045102,"Corippo","14","7",50,"7","5","2",71.4
75621045105,"Frasco","102","54",52.9,"50","38","12",76
75621045108,"Gordola","3,037","1,569",51.7,"1,544","1,051","493",68.1
75621045109,"Gresso","46","29",63,"29","23","6",79.3
75621045112,"Lavertezzo","763","396",51.9,"391","272","119",69.6
75621045113,"Locarno","9,318","4,260",45.7,"4,208","2,655","1,553",63.1
75621045115,"Losone","4,247","2,323",54.7,"2,290","1,544","746",67.4
75621045117,"Mergoscia","170","107",62.9,"102","59","43",57.8
75621045118,"Minusio","4,791","2,755",57.5,"2,709","1,646","1,063",60.8
75621045119,"Mosogno","51","25",49,"25","11","14",44
75621045120,"Muralto","1,847","977",52.9,"967","599","368",61.9
75621045121,"Orselina","557","340",61,"335","192","143",57.3
75621045125,"Ronco sopra Ascona","464","296",63.8,"293","191","102",65.2
75621045129,"Sonogno","96","41",42.7,"41","25","16",61
75621045131,"Tenero-Contra","1,671","880",52.7,"872","557","315",63.9
75621045132,"Vergeletto","62","37",59.7,"36","23","13",63.9
75621045135,"Vogorno","242","104",43,"102","70","32",68.6
75621045136,"Onsernone","345","119",34.5,"117","62","55",53
75621045137,"Isorno","276","124",44.9,"122","47","75",38.5
75621045138,"Cugnasco-Gerra","1,949","1,128",57.9,"1,115","800","315",71.7
75621055141,"Agno","2,454","1,356",55.3,"1,340","993","347",74.1
75621055143,"Aranno","231","130",56.3,"127","65","62",51.2
75621055144,"Arogno","710","418",58.9,"406","284","122",70
75621055146,"Astano","243","141",58,"135","85","50",63
75621055148,"Bedano","981","588",59.9,"584","429","155",73.5
75621055149,"Bedigliora","502","260",51.8,"256","160","96",62.5
75621055151,"Bioggio","1,733","1,093",63.1,"1,081","776","305",71.8
75621055154,"Bissone","527","297",56.4,"292","204","88",69.9
75621055160,"Brusino Arsizio","384","226",58.9,"222","151","71",68
75621055161,"Cademario","487","284",58.3,"282","195","87",69.1
75621055162,"Cadempino","900","555",61.7,"554","414","140",74.7
75621055167,"Canobbio","1,326","815",61.5,"802","579","223",72.2
75621055171,"Caslano","2,559","1,510",59,"1,495","1,046","449",70
75621055176,"Comano","1,489","997",67,"985","615","370",62.4
75621055178,"Croglio","663","377",56.9,"374","254","120",67.9
75621055180,"Cureglia","930","607",65.3,"602","374","228",62.1
75621055181,"Curio","426","281",66,"278","196","82",70.5
75621055186,"Grancia","298","179",60.1,"176","145","31",82.4
75621055187,"Gravesano","830","487",58.7,"482","357","125",74.1
75621055189,"Lamone","868","498",57.4,"485","357","128",73.6
75621055192,"Lugano","34,202","19,623",57.4,"19,368","13,036","6,332",67.3
75621055193,"Magliaso","1,002","607",60.6,"596","458","138",76.8
75621055194,"Manno","856","559",65.3,"550","384","166",69.8
75621055195,"Maroggia","361","221",61.2,"217","155","62",71.4
75621055196,"Massagno","3,156","1,830",58,"1,791","1,073","718",59.9
75621055197,"Melano","843","473",56.1,"468","342","126",73.1
75621055198,"Melide","975","593",60.8,"585","374","211",63.9
75621055199,"Mezzovico-Vira","862","550",63.8,"546","439","107",80.4
75621055200,"Miglieglia","195","105",53.8,"100","78","22",78
75621055202,"Monteggio","622","391",62.9,"388","308","80",79.4
75621055203,"Morcote","396","226",57.1,"218","140","78",64.2
75621055205,"Muzzano","570","385",67.5,"380","254","126",66.8
75621055206,"Neggio","271","176",64.9,"172","117","55",68
75621055207,"Novaggio","612","425",69.4,"408","248","160",60.8
75621055208,"Origlio","947","635",67.1,"619","380","239",61.4
75621055210,"Paradiso","1,597","818",51.2,"789","537","252",68.1
75621055212,"Ponte Capriasca","1,206","764",63.3,"757","535","222",70.7
75621055213,"Ponte Tresa","522","300",57.5,"296","205","91",69.3
75621055214,"Porza","994","632",63.6,"620","408","212",65.8
75621055216,"Pura","946","588",62.2,"580","408","172",70.3
75621055219,"Rovio","551","376",68.2,"368","264","104",71.7
75621055221,"Savosa","1,217","749",61.5,"737","516","221",70
75621055222,"Sessa","504","343",68.1,"338","241","97",71.3
75621055225,"Sorengo","985","663",67.3,"651","394","257",60.5
75621055226,"Capriasca","4,739","2,852",60.2,"2,793","1,837","956",65.8
75621055227,"Torricella-Taverne","1,769","1,064",60.1,"1,041","794","247",76.3
75621055230,"Vernate","387","247",63.8,"245","161","84",65.7
75621055231,"Vezia","1,177","707",60.1,"701","473","228",67.5
75621055233,"Vico Morcote","176","115",65.3,"114","80","34",70.2
75621055236,"Collina d'Oro","2,703","1,729",64,"1,701","1,183","518",69.5
75621055237,"Alto Malcantone","1,069","598",55.9,"586","391","195",66.7
75621055238,"Monteceneri","2,841","1,581",55.6,"1,549","1,223","326",79
75621065242,"Balerna","2,241","1,353",60.4,"1,327","958","369",72.2
75621065249,"Castel San Pietro","1,568","1,063",67.8,"1,043","738","305",70.8
75621065250,"Chiasso","4,509","2,502",55.5,"2,477","1,784","693",72
75621065251,"Coldrerio","1,872","1,242",66.3,"1,230","913","317",74.2
75621065254,"Mendrisio","10,106","6,279",62.1,"6,090","4,197","1,893",68.9
75621065257,"Morbio Inferiore","2,976","1,860",62.5,"1,834","1,334","500",72.7
75621065260,"Novazzano","1,750","1,181",67.5,"1,165","916","249",78.6
75621065263,"Riva San Vitale","1,828","1,129",61.8,"1,122","825","297",73.5
75621065266,"Stabio","2,908","1,883",64.8,"1,855","1,352","503",72.9
75621065268,"Vacallo","2,057","1,248",60.7,"1,236","852","384",68.9
75621065269,"Breggia","1,568","961",61.3,"948","650","298",68.6
75621075281,"Biasca","3,284","1,715",52.2,"1,690","1,277","413",75.6
75621075282,"Claro","1,778","960",54,"940","698","242",74.3
75621075283,"Cresciano","371","191",51.5,"189","160","29",84.7
75621075284,"Iragna","347","177",51,"175","127","48",72.6
75621075285,"Lodrino","996","584",58.6,"579","395","184",68.2
75621075286,"Osogna","550","282",51.3,"277","206","71",74.4
75621085304,"Bosco/Gurin","46","21",45.7,"16","9","7",56.3
75621085307,"Campo (Vallemaggia)","57","24",42.1,"24","15","9",62.5
75621085309,"Cerentino","51","20",39.2,"20","8","12",40
75621085310,"Cevio","855","425",49.7,"414","264","150",63.8
75621085315,"Linescio","45","25",55.6,"24","16","8",66.7
75621085317,"Maggia","1,851","949",51.3,"937","623","314",66.5
75621085323,"Lavizzara","464","200",43.1,"197","142","55",72.1
75621085324,"Avegno Gordevio","1,086","642",59.1,"632","404","228",63.9
75621015391,"Comunanza Cadenazzo/Monteceneri",NA,NA,NA,NA,NA,NA,NA
75621055394,"Comunanza Capriasca/Lugano",NA,NA,NA,NA,NA,NA,NA
75621045396,"Terre di Pedemonte","1,843","1,128",61.2,"1,110","657","453",59.2
75621045397,"Centovalli","963","480",49.8,"472","315","157",66.7
75621045398,"Gambarogno","3,505","1,790",51.1,"1,758","1,174","584",66.8
75622215401,"Aigle","4,886","2,701",55.3,"2,657","1,199","1,458",45.1
75622215402,"Bex","3,944","2,210",56,"2,168","995","1,173",45.9
75622215403,"Chessel","245","174",71,"169","87","82",51.5
75622215404,"Corbeyrier","299","197",65.9,"190","98","92",51.6
75622215405,"Gryon","698","406",58.2,"402","191","211",47.5
75622215406,"Lavey-Morcles","582","343",58.9,"340","185","155",54.4
75622215407,"Leysin","1,267","687",54.2,"678","276","402",40.7
75622215408,"Noville","550","321",58.4,"320","145","175",45.3
75622215409,"Ollon","3,723","2,298",61.7,"2,263","969","1,294",42.8
75622215410,"Ormont-Dessous","746","411",55.1,"401","216","185",53.9
75622215411,"Ormont-Dessus","965","560",58,"551","235","316",42.6
75622215412,"Rennaz","411","203",49.4,"203","90","113",44.3
75622215413,"Roche (VD)","775","400",51.6,"396","215","181",54.3
75622215414,"Villeneuve (VD)","2,500","1,340",53.6,"1,319","647","672",49.1
75622215415,"Yvorne","721","446",61.9,"437","176","261",40.3
75622275421,"Apples","853","562",65.9,"553","176","377",31.8
75622275422,"Aubonne","1,693","1,063",62.8,"1,046","347","699",33.2
75622275423,"Ballens","327","225",68.8,"221","96","125",43.4
75622275424,"Berolle","193","119",61.7,"114","40","74",35.1
75622275425,"Bière","952","531",55.8,"524","257","267",49
75622275426,"Bougy-Villars","252","167",66.3,"163","65","98",39.9
75622275427,"Féchy","483","334",69.2,"326","130","196",39.9
75622275428,"Gimel","1,106","621",56.1,"612","275","337",44.9
75622285429,"Longirod","285","193",67.7,"191","76","115",39.8
75622285430,"Marchissy","292","176",60.3,"174","51","123",29.3
75622275431,"Mollens (VD)","198","119",60.1,"117","52","65",44.4
75622275432,"Montherod","271","172",63.5,"170","62","108",36.5
75622285434,"Saint-George","553","368",66.5,"359","132","227",36.8
75622275435,"Saint-Livres","445","269",60.4,"266","113","153",42.5
75622275436,"Saint-Oyens","209","140",67,"136","66","70",48.5
75622275437,"Saubraz","216","112",51.9,"107","57","50",53.3
75622225451,"Avenches","2,012","1,041",51.7,"1,030","485","545",47.1
75622225456,"Cudrefin","958","558",58.2,"552","238","314",43.1
75622225458,"Faoug","528","278",52.7,"272","119","153",43.8
75622225464,"Vully-les-Lacs","1,921","1,122",58.4,"1,102","501","601",45.5
75622235471,"Bettens","270","169",62.6,"166","69","97",41.6
75622235472,"Bournens","218","145",66.5,"141","69","72",48.9
75622235473,"Boussens","593","376",63.4,"370","182","188",49.2
75622275474,"La Chaux (Cossonay)","283","175",61.8,"173","59","114",34.1
75622275475,"Chavannes-le-Veyron","85","61",71.8,"61","23","38",37.7
75622275476,"Chevilly","167","99",59.3,"94","23","71",24.5
75622275477,"Cossonay","2,067","1,219",59,"1,199","424","775",35.4
75622275478,"Cottens (VD)","306","215",70.3,"214","87","127",40.7
75622275479,"Cuarnens","283","189",66.8,"188","67","121",35.6
75622235480,"Daillens","565","362",64.1,"359","144","215",40.1
75622275481,"Dizy","153","105",68.6,"100","40","60",40
75622275482,"Eclépens","633","417",65.9,"410","186","224",45.4
75622275483,"Ferreyres","207","138",66.7,"137","45","92",32.8
75622275484,"Gollion","528","329",62.3,"327","141","186",43.1
75622275485,"Grancy","269","180",66.9,"176","50","126",28.4
75622275486,"L'Isle","720","401",55.7,"385","167","218",43.4
75622235487,"Lussery-Villars","273","170",62.3,"157","60","97",38.2
75622275488,"Mauraz","41","31",75.6,"31","13","18",41.9
75622235489,"Mex (VD)","420","275",65.5,"270","135","135",50
75622275490,"Moiry","187","127",67.9,"126","51","75",40.5
75622275491,"Mont-la-Ville","252","163",64.7,"157","55","102",35
75622275492,"Montricher","598","402",67.2,"399","159","240",39.8
75622275493,"Orny","235","125",53.2,"122","35","87",28.7
75622275494,"Pampigny","712","406",57,"399","169","230",42.4
75622235495,"Penthalaz","1,848","1,102",59.6,"1,084","485","599",44.7
75622235496,"Penthaz","1,013","607",59.9,"601","259","342",43.1
75622275497,"Pompaples","475","242",50.9,"236","94","142",39.8
75622275498,"La Sarraz","1,398","825",59,"803","314","489",39.1
75622275499,"Senarclens","299","200",66.9,"193","87","106",45.1
75622275500,"Sévery","152","98",64.5,"96","43","53",44.8
75622235501,"Sullens","620","392",63.2,"388","200","188",51.5
75622235503,"Vufflens-la-Ville","820","556",67.8,"546","218","328",39.9
75622235511,"Assens","703","499",71,"496","199","297",40.1
75622235512,"Bercher","743","427",57.5,"419","165","254",39.4
75622235513,"Bioley-Orjulaz","270","178",65.9,"173","95","78",54.9
75622235514,"Bottens","826","469",56.8,"458","222","236",48.5
75622235515,"Bretigny-sur-Morrens","512","302",59,"297","137","160",46.1
75622235516,"Cugy (VD)","1,568","1,006",64.2,"991","359","632",36.2
75622235518,"Echallens","3,293","1,905",57.8,"1,873","802","1,071",42.8
75622235520,"Essertines-sur-Yverdon","610","364",59.7,"360","179","181",49.7
75622235521,"Etagnières","639","380",59.5,"371","146","225",39.4
75622235522,"Fey","416","264",63.5,"263","100","163",38
75622235523,"Froideville","1,361","890",65.4,"877","395","482",45
75622235527,"Morrens (VD)","694","461",66.4,"451","178","273",39.5
75622235529,"Oulens-sous-Echallens","380","244",64.2,"241","101","140",41.9
75622235530,"Pailly","338","195",57.7,"194","100","94",51.5
75622235531,"Penthéréaz","275","177",64.4,"176","78","98",44.3
75622235533,"Poliez-Pittet","515","297",57.7,"291","141","150",48.5
75622235534,"Rueyres","169","106",62.7,"105","49","56",46.7
75622235535,"Saint-Barthélemy (VD)","514","305",59.3,"299","129","170",43.1
75622235537,"Villars-le-Terroir","631","403",63.9,"397","197","200",49.6
75622235539,"Vuarrens","557","295",53,"291","121","170",41.6
75622235540,"Montilliez","1,040","637",61.3,"630","290","340",46
75622235541,"Goumoëns","623","398",63.9,"393","184","209",46.8
75622245551,"Bonvillars","360","241",66.9,"241","115","126",47.7
75622245552,"Bullet","476","265",55.7,"261","124","137",47.5
75622245553,"Champagne","626","364",58.1,"358","146","212",40.8
75622245554,"Concise","618","393",63.6,"388","158","230",40.7
75622245555,"Corcelles-près-Concise","229","144",62.9,"140","37","103",26.4
75622245556,"Fiez","265","177",66.8,"172","65","107",37.8
75622245557,"Fontaines-sur-Grandson","109","64",58.7,"63","32","31",50.8
75622245559,"Giez","273","159",58.2,"155","61","94",39.4
75622245560,"Grandevent","163","119",73,"117","53","64",45.3
75622245561,"Grandson","2,084","1,199",57.5,"1,182","461","721",39
75622245562,"Mauborget","74","52",70.3,"51","27","24",52.9
75622245563,"Mutrux","103","55",53.4,"54","16","38",29.6
75622245564,"Novalles","81","49",60.5,"49","22","27",44.9
75622245565,"Onnens (VD)","330","189",57.3,"189","65","124",34.4
75622245566,"Provence","263","143",54.4,"140","62","78",44.3
75622245568,"Sainte-Croix","3,164","1,697",53.6,"1,675","759","916",45.3
75622245571,"Tévenon","526","301",57.2,"294","112","182",38.1
75622265581,"Belmont-sur-Lausanne","1,984","1,322",66.6,"1,298","450","848",34.7
75622255582,"Cheseaux-sur-Lausanne","2,487","1,518",61,"1,491","566","925",38
75622295583,"Crissier","3,193","1,781",55.8,"1,749","714","1,035",40.8
75622255584,"Epalinges","5,122","3,290",64.2,"3,239","1,066","2,173",32.9
75622255585,"Jouxtens-Mézery","851","642",75.4,"630","191","439",30.3
75622255586,"Lausanne","63,350","35,333",55.8,"34,795","11,319","23,476",32.5
75622255587,"Le Mont-sur-Lausanne","4,034","2,468",61.2,"2,422","923","1,499",38.1
75622265588,"Paudex","807","504",62.5,"495","157","338",31.7
75622295589,"Prilly","5,718","3,125",54.7,"3,058","1,266","1,792",41.4
75622265590,"Pully","10,189","6,561",64.4,"6,428","2,029","4,399",31.6
75622295591,"Renens (VD)","7,925","3,961",50,"3,888","1,656","2,232",42.6
75622255592,"Romanel-sur-Lausanne","2,049","1,225",59.8,"1,210","551","659",45.5
75622265601,"Chexbres","1,361","857",63,"844","312","532",37
75622265604,"Forel (Lavaux)","1,317","822",62.4,"804","352","452",43.8
75622265606,"Lutry","5,808","3,792",65.3,"3,727","1,182","2,545",31.7
75622265607,"Puidoux","1,580","984",62.3,"959","403","556",42
75622265609,"Rivaz","235","170",72.3,"169","52","117",30.8
75622265610,"Saint-Saphorin (Lavaux)","233","171",73.4,"164","44","120",26.8
75622265611,"Savigny","2,069","1,352",65.3,"1,324","548","776",41.4
75622265613,"Bourg-en-Lavaux","3,317","2,286",68.9,"2,245","663","1,582",29.5
75622275621,"Aclens","309","192",62.1,"190","64","126",33.7
75622275622,"Bremblens","309","202",65.4,"200","66","134",33
75622275623,"Buchillon","391","271",69.3,"265","122","143",46
75622295624,"Bussigny-près-Lausanne","4,249","2,499",58.8,"2,462","1,060","1,402",43.1
75622275625,"Bussy-Chardonney","235","169",71.9,"165","53","112",32.1
75622295627,"Chavannes-près-Renens","2,732","1,507",55.2,"1,472","627","845",42.6
75622275628,"Chigny","197","125",63.5,"124","51","73",41.1
75622275629,"Clarmont","105","72",68.6,"71","26","45",36.6
75622275631,"Denens","440","274",62.3,"271","83","188",30.6
75622275632,"Denges","878","540",61.5,"534","195","339",36.5
75622275633,"Echandens","1,443","954",66.1,"934","365","569",39.1
75622275634,"Echichens","1,658","1,044",63,"1,028","367","661",35.7
75622295635,"Ecublens (VD)","5,290","2,953",55.8,"2,901","1,320","1,581",45.5
75622275636,"Etoy","1,418","860",60.6,"845","269","576",31.8
75622275637,"Lavigny","482","315",65.4,"307","102","205",33.2
75622275638,"Lonay","1,518","961",63.3,"949","347","602",36.6
75622275639,"Lully (VD)","470","309",65.7,"305","85","220",27.9
75622275640,"Lussy-sur-Morges","402","254",63.2,"252","48","204",19
75622275642,"Morges","8,352","4,890",58.5,"4,787","1,694","3,093",35.4
75622275643,"Préverenges","2,842","1,692",59.5,"1,665","645","1,020",38.7
75622275644,"Reverolle","245","151",61.6,"149","65","84",43.6
75622275645,"Romanel-sur-Morges","329","223",67.8,"222","81","141",36.5
75622275646,"Saint-Prex","2,694","1,587",58.9,"1,559","546","1,013",35
75622295648,"Saint-Sulpice (VD)","1,721","1,154",67.1,"1,129","434","695",38.4
75622275649,"Tolochenaz","991","586",59.1,"577","237","340",41.1
75622275650,"Vaux-sur-Morges","116","92",79.3,"90","24","66",26.7
75622295651,"Villars-Sainte-Croix","418","277",66.3,"273","135","138",49.5
75622275652,"Villars-sous-Yens","374","262",70.1,"259","82","177",31.7
75622275653,"Vufflens-le-Château","498","381",76.5,"373","160","213",42.9
75622275654,"Vullierens","320","210",65.6,"206","64","142",31.1
75622275655,"Yens","753","514",68.3,"504","187","317",37.1
75622235661,"Boulens","217","129",59.4,"129","62","67",48.1
75622225662,"Brenles","111","80",72.1,"80","44","36",55
75622225663,"Bussy-sur-Moudon","149","90",60.4,"90","46","44",51.1
75622225665,"Chavannes-sur-Moudon","162","101",62.3,"100","57","43",57
75622225666,"Chesalles-sur-Moudon","124","67",54,"66","34","32",51.5
75622225668,"Cremin","39","25",64.1,"25","15","10",60
75622225669,"Curtilles","219","138",63,"138","59","79",42.8
75622225671,"Dompierre (VD)","184","121",65.8,"119","63","56",52.9
75622225672,"Forel-sur-Lucens","115","79",68.7,"74","32","42",43.2
75622225673,"Hermenches","243","130",53.5,"129","71","58",55
75622225674,"Lovatens","106","69",65.1,"67","32","35",47.8
75622225675,"Lucens","1,522","750",49.3,"737","373","364",50.6
75622225678,"Moudon","2,540","1,202",47.3,"1,188","611","577",51.4
75622235680,"Ogens","179","127",70.9,"126","74","52",58.7
75622225683,"Prévonloup","102","59",57.8,"59","21","38",35.6
75622225684,"Rossenges","41","28",68.3,"28","15","13",53.6
75622225686,"Sarzens","56","39",69.6,"39","16","23",41
75622225688,"Syens","84","55",65.5,"53","32","21",60.4
75622225690,"Villars-le-Comte","121","68",56.2,"67","41","26",61.2
75622225692,"Vucherens","360","235",65.3,"228","115","113",50.4
75622235693,"Montanaire","1,644","1,024",62.3,"1,009","502","507",49.8
75622285701,"Arnex-sur-Nyon","118","87",73.7,"87","25","62",28.7
75622285702,"Arzier","1,342","806",60.1,"786","329","457",41.9
75622285703,"Bassins","721","468",64.9,"455","167","288",36.7
75622285704,"Begnins","959","588",61.3,"581","201","380",34.6
75622285705,"Bogis-Bossey","442","281",63.6,"277","91","186",32.9
75622285706,"Borex","493","337",68.4,"330","106","224",32.1
75622285707,"Chavannes-de-Bogis","581","336",57.8,"329","159","170",48.3
75622285708,"Chavannes-des-Bois","367","237",64.6,"236","80","156",33.9
75622285709,"Chéserex","725","461",63.6,"452","168","284",37.2
75622285710,"Coinsins","254","172",67.7,"168","84","84",50
75622285711,"Commugny","1,310","844",64.4,"838","318","520",37.9
75622285712,"Coppet","1,428","874",61.2,"869","315","554",36.2
75622285713,"Crans-près-Céligny","1,127","753",66.8,"746","257","489",34.5
75622285714,"Crassier","571","388",68,"380","135","245",35.5
75622285715,"Duillier","614","397",64.7,"382","119","263",31.2
75622285716,"Eysins","722","428",59.3,"427","155","272",36.3
75622285717,"Founex","1,434","885",61.7,"879","279","600",31.7
75622285718,"Genolier","981","680",69.3,"672","231","441",34.4
75622285719,"Gingins","676","424",62.7,"418","157","261",37.6
75622285720,"Givrins","552","382",69.2,"372","127","245",34.1
75622285721,"Gland","6,166","3,469",56.3,"3,394","1,360","2,034",40.1
75622285722,"Grens","210","147",70,"143","38","105",26.6
75622285723,"Mies","879","538",61.2,"527","176","351",33.4
75622285724,"Nyon","9,562","5,492",57.4,"5,408","1,957","3,451",36.2
75622285725,"Prangins","2,192","1,398",63.8,"1,374","428","946",31.1
75622285726,"La Rippe","614","359",58.5,"355","115","240",32.4
75622285727,"Saint-Cergue","1,290","648",50.2,"642","294","348",45.8
75622285728,"Signy-Avenex","279","184",65.9,"179","59","120",33
75622285729,"Tannay","776","512",66,"498","163","335",32.7
75622285730,"Trélex","785","532",67.8,"521","166","355",31.9
75622285731,"Le Vaud","760","493",64.9,"486","178","308",36.6
75622285732,"Vich","445","282",63.4,"281","110","171",39.1
75622245741,"L'Abergement","168","114",67.9,"111","49","62",44.1
75622245742,"Agiez","189","123",65.1,"120","49","71",40.8
75622245743,"Arnex-sur-Orbe","430","276",64.2,"269","107","162",39.8
75622245744,"Ballaigues","665","403",60.6,"386","163","223",42.2
75622245745,"Baulmes","682","422",61.9,"417","175","242",42
75622245746,"Bavois","574","320",55.7,"314","145","169",46.2
75622245747,"Bofflens","137","86",62.8,"85","44","41",51.8
75622245748,"Bretonnières","167","116",69.5,"112","52","60",46.4
75622245749,"Chavornay","2,223","1,257",56.5,"1,243","570","673",45.9
75622245750,"Les Clées","115","92",80,"89","22","67",24.7
75622245751,"Corcelles-sur-Chavornay","237","162",68.4,"159","57","102",35.8
75622245752,"Croy","241","139",57.7,"135","52","83",38.5
75622245754,"Juriens","231","150",64.9,"144","60","84",41.7
75622245755,"Lignerolle","258","152",58.9,"148","77","71",52
75622245756,"Montcherand","325","186",57.2,"182","91","91",50
75622245757,"Orbe","3,586","1,887",52.6,"1,841","841","1,000",45.7
75622245758,"La Praz","110","80",72.7,"78","38","40",48.7
75622245759,"Premier","156","107",68.6,"102","37","65",36.3
75622245760,"Rances","305","204",66.9,"201","100","101",49.8
75622245761,"Romainmôtier-Envy","344","227",66,"223","92","131",41.3
75622245762,"Sergey","99","60",60.6,"58","36","22",62.1
75622245763,"Valeyres-sous-Rances","363","239",65.8,"235","101","134",43
75622245764,"Vallorbe","2,070","1,134",54.8,"1,111","528","583",47.5
75622245765,"Vaulion","348","221",63.5,"215","98","117",45.6
75622245766,"Vuiteboeuf","330","195",59.1,"191","98","93",51.3
75622225782,"Carrouge (VD)","660","382",57.9,"372","144","228",38.7
75622225785,"Corcelles-le-Jorat","315","210",66.7,"209","99","110",47.4
75622265788,"Essertes","203","140",69,"130","53","77",40.8
75622265789,"Ferlens (VD)","247","158",64,"154","70","84",45.5
75622265790,"Maracon","323","212",65.6,"208","84","124",40.4
75622265791,"Mézières (VD)","809","494",61.1,"487","203","284",41.7
75622265792,"Montpreveyres","311","169",54.3,"167","61","106",36.5
75622225798,"Ropraz","267","161",60.3,"160","79","81",49.4
75622265799,"Servion","1,233","751",60.9,"732","303","429",41.4
75622225803,"Vulliens","308","202",65.6,"199","110","89",55.3
75622235804,"Jorat-Menthue","951","594",62.5,"589","275","314",46.7
75622265805,"Oron","3,185","1,798",56.5,"1,774","779","995",43.9
75622225812,"Champtauroz","85","57",67.1,"56","23","33",41.1
75622225813,"Chevroux","291","187",64.3,"184","98","86",53.3
75622225816,"Corcelles-près-Payerne","1,246","793",63.6,"782","438","344",56
75622225817,"Grandcour","583","360",61.7,"356","175","181",49.2
75622225819,"Henniez","174","83",47.7,"83","47","36",56.6
75622225821,"Missy","230","153",66.5,"152","64","88",42.1
75622225822,"Payerne","4,724","2,518",53.3,"2,483","1,361","1,122",54.8
75622225827,"Trey","178","118",66.3,"118","57","61",48.3
75622225828,"Treytorrens (Payerne)","96","57",59.4,"56","29","27",51.8
75622225830,"Villarzel","297","173",58.2,"172","96","76",55.8
75622225831,"Valbroye","1,840","1,034",56.2,"1,020","529","491",51.9
75622305841,"Château-d'Oex","2,062","1,075",52.1,"1,062","455","607",42.8
75622305842,"Rossinière","366","180",49.2,"179","85","94",47.5
75622305843,"Rougemont","495","276",55.8,"274","158","116",57.7
75622275851,"Allaman","244","159",65.2,"157","57","100",36.3
75622285852,"Bursinel","250","141",56.4,"140","50","90",35.7
75622285853,"Bursins","467","323",69.2,"320","114","206",35.6
75622285854,"Burtigny","214","148",69.2,"142","63","79",44.4
75622285855,"Dully","262","165",63,"164","55","109",33.5
75622285856,"Essertines-sur-Rolle","367","244",66.5,"238","90","148",37.8
75622285857,"Gilly","585","388",66.3,"379","171","208",45.1
75622285858,"Luins","295","177",60,"174","75","99",43.1
75622285859,"Mont-sur-Rolle","1,361","815",59.9,"805","320","485",39.8
75622285860,"Perroy","758","475",62.7,"469","179","290",38.2
