"SupDist","Shape_Leng","BARTDist","AssemDist","CongDist","NeighRep","PREC_2012","PREC_2010","Shape_Area"
4,7803.513416,8,19,12,"SUNSET",9431,"2432",2320883.245
4,8421.006455,8,19,12,"SUNSET",9432,"2426",3796116.795
4,7227.101171,8,19,12,"SUNSET",9433,"2434",2319633.757
4,6804.786295,8,19,12,"SUNSET",9434,"2428",2062445.351
4,6566.974054,8,19,12,"SUNSET",9435,"2436",2110629.014
4,6895.413073,8,19,12,"SUNSET",9436,"2437",2293108.833
4,6157.289809,8,19,12,"SUNSET",9437,"2438",2348191.427
4,5820.186738,8,19,12,"SUNSET",9438,"2439",2108309.093
4,8341.064996,8,19,12,"SUNSET",9439,"2433",2975336.525
4,13915.03524,8,19,12,"SUNSET",9441,"2441",4954216.548
4,5944.750909,8,19,12,"SUNSET",9442,"2435",1972481.299
4,7057.613857,8,19,12,"SUNSET",9443,"2442",1927707.067
4,6149.245249,8,19,12,"SUNSET",9444,"2443",2287643.134
4,6158.450094,8,19,12,"SUNSET",9445,"2444",2348403.593
4,7061.522034,8,19,12,"SUNSET",9446,"2445",2317013.948
4,7182.74998,8,19,12,"SUNSET",9447,"2446",1899704.95
4,8597.356981,8,19,12,"SUNSET",9448,"2447",2724418.157
4,6111.082001,8,19,12,"SUNSET",9449,"2448",2243862.839
4,5373.296949,8,19,12,"SUNSET",9451,"2440",1417134.105
4,9911.234955,8,19,12,"SUNSET",9452,"2451",2773781.176
4,12126.43641,8,19,14,"SUNSET",9453,"2449",4799484.72
5,2611.711816,9,19,12,"WST ADDITION",9501,"3501",330669.3808
5,2474.773929,8,19,12,"LRL HTS/ANZA",9502,"2217",306947.3199
5,5225.163462,9,19,12,"WST ADDITION",9503,"3501",956327.8192
5,3184.681201,9,19,12,"WST ADDITION",9504,"3500",461734.7081
5,6032.508028,9,19,12,"WST ADDITION",9505,"3507",1740890.875
5,4288.190199,9,19,12,"WST ADDITION",9506,"3514",835113.5878
5,5262.289892,9,19,12,"LRL HTS/ANZA",9507,"3512",842192.0996
5,4290.956743,9,19,12,"WST ADDITION",9508,"3513",672406.9613
5,3329.717384,9,19,12,"LRL HTS/ANZA",9509,"3511",672888.9897
5,3303.075374,9,19,12,"WST ADDITION",9511,"3512",498771.7942
5,4295.658867,9,19,12,"WST ADDITION",9512,"3517",665182.4135
5,4674.717371,9,19,12,"WST ADDITION",9513,"3515",826800.2536
5,17190.59373,9,19,12,NA,9514,"2514",8459104.91
5,4046.352104,9,19,12,"INNER SUNSET",9515,"2504",866771.1346
5,4679.09942,9,19,12,"INNER SUNSET",9516,"2506",1292731.776
5,4008.03556,9,19,12,"INNER SUNSET",9517,"2507",845958.8833
5,5356.030369,9,19,12,"INNER SUNSET",9518,"2508",1051434.085
5,5318.64453,9,19,12,"INNER SUNSET",9519,"2509",1156770.908
5,4528.285066,9,19,12,"INNER SUNSET",9521,"2512",927561.2772
5,4176.83946,9,19,12,"INNER SUNSET",9522,"2513",1066569.842
7,4563.012879,9,19,12,"INNER SUNSET",9701,"2701",1036016.608
7,4509.983433,9,19,12,"INNER SUNSET",9702,"2702",1032345.981
7,7409.703588,8,19,12,"W TWIN PKS",9703,"2704",2032971.563
7,6569.08814,8,19,12,"W TWIN PKS",9704,"2705",2065307.485
7,5181.489486,8,19,12,"W TWIN PKS",9705,"2706",1464979.723
7,1924.815767,9,19,12,"W TWIN PKS",9706,"2706",148484.5206
7,8144.767764,8,19,12,"W TWIN PKS",9707,"2712",2354754.616
7,6615.538528,8,19,12,"W TWIN PKS",9708,"2713",1650853.395
7,8689.720906,8,19,12,"W TWIN PKS",9709,"2711",2580654.882
7,6295.633624,8,19,12,"W TWIN PKS",9711,"2714",1871439.895
7,8892.906783,8,19,14,"W TWIN PKS",9712,"2710",2275497.296
7,6388.7149,8,19,12,"W TWIN PKS",9713,"2718",2155827.208
7,8665.656315,8,19,14,"W TWIN PKS",9714,"2721",3261045.119
7,7475.403686,8,19,14,"W TWIN PKS",9715,"2715",1977284.82
7,7321.527804,8,19,12,"W TWIN PKS",9716,"2723",2127508.469
7,8559.174514,8,19,12,"W TWIN PKS",9717,"2724",2138138.29
7,7275.383932,8,19,14,"W TWIN PKS",9718,"2725",2586624.445
7,9073.186077,8,19,14,"W TWIN PKS",9719,"2726",3214123.554
7,7076.518117,8,19,14,"W TWIN PKS",9721,"2722",2074898.087
7,9139.503452,8,19,14,"W TWIN PKS",9722,"2720",2616745.358
7,14645.88325,8,19,14,"LAKE MERCED",9723,"2728",8541111.871
7,9451.790649,8,19,14,"LAKE MERCED",9724,"2729",4036903.376
7,12464.35458,8,19,14,"LAKE MERCED",9725,"2731",5748861.434
7,10118.9191,8,19,14,"LAKE MERCED",9726,"2730",3613751.909
7,7648.088779,8,19,14,"W TWIN PKS",9727,"2732",2518601.292
7,10151.54221,8,19,14,"W TWIN PKS",9728,"2733",3795108.229
7,8725.942588,8,19,14,"W TWIN PKS",9729,"2734",3805100.365
7,9773.598455,8,19,14,"W TWIN PKS",9731,"2735",2017285.883
7,1891.181533,8,19,12,"W TWIN PKS",9732,"2740",176065.4733
7,3663.752109,8,19,14,"W TWIN PKS",9733,"2727",724171.0424
7,7110.048718,8,19,14,"W TWIN PKS",9734,"2738",2488924.044
7,9363.493965,8,19,14,"W TWIN PKS",9735,"2739",2976609.848
7,7709.719488,8,19,14,"W TWIN PKS",9736,"2741",2110887.334
7,7115.568735,8,19,14,"W TWIN PKS",9737,"2750",1829984.964
7,43240.38421,8,19,14,"LAKE MERCED",9738,"2728",54624283.91
7,8241.663917,8,19,14,"LAKE MERCED",9739,"2756",2215658.166
7,9217.429811,8,19,14,"LAKE MERCED",9741,"2745",4436991.884
7,8263.007699,8,19,14,"W TWIN PKS",9742,"2746",2419408.639
7,11729.82522,8,19,14,"LAKE MERCED",9743,"2759",3542211.676
7,5058.55283,8,19,14,"LAKE MERCED",9744,"2757",1336874.758
7,9098.318655,8,19,14,"LAKE MERCED",9745,"2758",2291322.498
7,10451.85201,8,19,14,"W TWIN PKS",9746,"2747",4128597.686
7,9471.937108,8,19,14,"W TWIN PKS",9747,"1111",3139913.773
7,7268.43153,8,19,14,"W TWIN PKS",9748,"2749",2051519.313
7,5720.070557,8,19,14,"INGLESIDE",9749,"1112",1524780.504
7,9405.574512,8,19,14,"W TWIN PKS",9751,"2751",4350482.402
7,8880.798907,8,19,14,"W TWIN PKS",9752,"2752",1768077.919
7,12033.6119,8,19,14,"W TWIN PKS",9753,"2755",4740581.558
7,5040.922435,9,19,14,"W TWIN PKS",9754,"2753",1586740.324
7,4776.852632,9,19,14,"W TWIN PKS",9755,"3870",1320752.344
7,7333.011388,8,19,14,"EXCELSIOR",9756,"2761",2479539.685
8,5385.343237,9,19,14,"EXCELSIOR",9801,"1102",1119279.586
NA,5255.464164,NA,17,13,NA,9900,"4000",986374.858
8,3437.272841,9,17,14,"EXCELSIOR",9901,"1102",130863.6897
7,2843.755938,9,17,14,"EXCELSIOR",9902,"1101",154170.6217
1,18806.32584,9,19,12,NA,NA,"GG Park",11153275.99
1,30084.30993,8,19,12,NA,NA,"GG Park",27262183.41
