"VotingPrecinctID","VotingPrecinctName","MailBallotPrecinct","BalType","Assembly","BART","Congressional","Neighborhood","Senatorial","Supervisorial"
9519,"Pct 9519","N",17,19,9,12,"INNER SUNSET",11,5
9521,"Pct 9521","N",17,19,9,12,"INNER SUNSET",11,5
9701,"Pct 9701","N",18,19,9,12,"INNER SUNSET",11,7
9702,"Pct 9702","N",18,19,9,12,"INNER SUNSET",11,7
9703,"Pct 9703","N",18,19,8,12,"W TWIN PKS",11,7
9704,"Pct 9704","N",18,19,8,12,"W TWIN PKS",11,7
9705,"Pct 9705","N",18,19,8,12,"W TWIN PKS",11,7
9706,"Pct 9706 MB","YES",18,19,9,12,"W TWIN PKS",11,7
9707,"Pct 9707","N",18,19,8,12,"W TWIN PKS",11,7
9708,"Pct 9708","N",18,19,8,12,"W TWIN PKS",11,7
9709,"Pct 9709","N",18,19,8,12,"W TWIN PKS",11,7
9711,"Pct 9711","N",18,19,8,12,"W TWIN PKS",11,7
9712,"Pct 9712","N",19,19,8,14,"W TWIN PKS",11,7
9713,"Pct 9713","N",18,19,8,12,"W TWIN PKS",11,7
9714,"Pct 9714","N",19,19,8,14,"W TWIN PKS",11,7
9715,"Pct 9715","N",19,19,8,14,"W TWIN PKS",11,7
9716,"Pct 9716","N",18,19,8,12,"W TWIN PKS",11,7
9717,"Pct 9717","N",18,19,8,12,"W TWIN PKS",11,7
9718,"Pct 9718","N",19,19,8,14,"W TWIN PKS",11,7
9719,"Pct 9719","N",19,19,8,14,"W TWIN PKS",11,7
9721,"Pct 9721","N",19,19,8,14,"W TWIN PKS",11,7
9722,"Pct 9722","N",19,19,8,14,"W TWIN PKS",11,7
9723,"Pct 9723","N",19,19,8,14,"LAKE MERCED",11,7
9724,"Pct 9724","N",19,19,8,14,"LAKE MERCED",11,7
9725,"Pct 9725","N",19,19,8,14,"LAKE MERCED",11,7
9726,"Pct 9726","N",19,19,8,14,"LAKE MERCED",11,7
9727,"Pct 9727","N",19,19,8,14,"W TWIN PKS",11,7
9728,"Pct 9728","N",19,19,8,14,"W TWIN PKS",11,7
9729,"Pct 9729","N",19,19,8,14,"W TWIN PKS",11,7
9731,"Pct 9731","N",19,19,8,14,"W TWIN PKS",11,7
9732,"Pct 9732 MB","YES",18,19,8,12,"W TWIN PKS",11,7
9733,"Pct 9733 MB","YES",19,19,8,14,"W TWIN PKS",11,7
9734,"Pct 9734","N",19,19,8,14,"W TWIN PKS",11,7
9735,"Pct 9735","N",19,19,8,14,"W TWIN PKS",11,7
9736,"Pct 9736","N",19,19,8,14,"W TWIN PKS",11,7
9737,"Pct 9737","N",19,19,8,14,"W TWIN PKS",11,7
9738,"Pct 9738","N",19,19,8,14,"LAKE MERCED",11,7
9739,"Pct 9739","N",19,19,8,14,"LAKE MERCED",11,7
9741,"Pct 9741","N",19,19,8,14,"LAKE MERCED",11,7
9742,"Pct 9742","N",19,19,8,14,"W TWIN PKS",11,7
9743,"Pct 9743","N",19,19,8,14,"LAKE MERCED",11,7
9744,"Pct 9744","N",19,19,8,14,"LAKE MERCED",11,7
9745,"Pct 9745","N",19,19,8,14,"LAKE MERCED",11,7
9746,"Pct 9746","N",19,19,8,14,"W TWIN PKS",11,7
9747,"Pct 9747","N",19,19,8,14,"W TWIN PKS",11,7
9748,"Pct 9748","N",19,19,8,14,"W TWIN PKS",11,7
9749,"Pct 9749","N",19,19,8,14,"INGLESIDE",11,7
9751,"Pct 9751","N",19,19,8,14,"W TWIN PKS",11,7
9752,"Pct 9752","N",19,19,8,14,"W TWIN PKS",11,7
9753,"Pct 9753","N",19,19,8,14,"W TWIN PKS",11,7
9754,"Pct 9754","N",19,19,9,14,"W TWIN PKS",11,7
9755,"Pct 9755","N",19,19,9,14,"W TWIN PKS",11,7
9756,"Pct 9756","N",19,19,8,14,"EXCELSIOR",11,7
9801,"Pct 9801","N",20,19,9,14,"EXCELSIOR",11,8
9900,"Pct 9900 MB","YES",21,17,4,13,"BAYVW/HTRSPT",11,10
9901,"Pct 9901 MB","YES",22,17,9,14,"S BERNAL HTS",11,8
9902,"Pct 9902 MB","YES",23,17,9,14,"N BERNAL HTS",11,7
