"id","pct_2012","pct_2010","neighborhood","supervisorial_district","BART_district","assembly_district","congressional_district"
"8400675PCT9513","9513","3515","WST ADDITION",5,9,19,12
"8400675PCT9514","9514","2514",NA,5,9,19,12
"8400675PCT9515","9515","2504","INNER SUNSET",5,9,19,12
"8400675PCT9516","9516","2506","INNER SUNSET",5,9,19,12
"8400675PCT9517","9517","2507","INNER SUNSET",5,9,19,12
"8400675PCT9518","9518","2508","INNER SUNSET",5,9,19,12
"8400675PCT9519","9519","2509","INNER SUNSET",5,9,19,12
"8400675PCT9521","9521","2512","INNER SUNSET",5,9,19,12
"8400675PCT9522","9522","2513","INNER SUNSET",5,9,19,12
"8400675PCT9701","9701","2701","INNER SUNSET",7,9,19,12
"8400675PCT9702","9702","2702","INNER SUNSET",7,9,19,12
"8400675PCT9703","9703","2704","W TWIN PKS",7,8,19,12
"8400675PCT9704","9704","2705","W TWIN PKS",7,8,19,12
"8400675PCT9705","9705","2706","W TWIN PKS",7,8,19,12
"8400675PCT9706","9706","2706","W TWIN PKS",7,9,19,12
"8400675PCT9707","9707","2712","W TWIN PKS",7,8,19,12
"8400675PCT9708","9708","2713","W TWIN PKS",7,8,19,12
"8400675PCT9709","9709","2711","W TWIN PKS",7,8,19,12
"8400675PCT9711","9711","2714","W TWIN PKS",7,8,19,12
"8400675PCT9712","9712","2710","W TWIN PKS",7,8,19,14
"8400675PCT9713","9713","2718","W TWIN PKS",7,8,19,12
"8400675PCT9714","9714","2721","W TWIN PKS",7,8,19,14
"8400675PCT9715","9715","2715","W TWIN PKS",7,8,19,14
"8400675PCT9716","9716","2723","W TWIN PKS",7,8,19,12
"8400675PCT9717","9717","2724","W TWIN PKS",7,8,19,12
"8400675PCT9718","9718","2725","W TWIN PKS",7,8,19,14
"8400675PCT9719","9719","2726","W TWIN PKS",7,8,19,14
"8400675PCT9721","9721","2722","W TWIN PKS",7,8,19,14
"8400675PCT9722","9722","2720","W TWIN PKS",7,8,19,14
"8400675PCT9723","9723","2728","LAKE MERCED",7,8,19,14
"8400675PCT9724","9724","2729","LAKE MERCED",7,8,19,14
"8400675PCT9725","9725","2731","LAKE MERCED",7,8,19,14
"8400675PCT9726","9726","2730","LAKE MERCED",7,8,19,14
"8400675PCT9727","9727","2732","W TWIN PKS",7,8,19,14
"8400675PCT9728","9728","2733","W TWIN PKS",7,8,19,14
"8400675PCT9729","9729","2734","W TWIN PKS",7,8,19,14
"8400675PCT9731","9731","2735","W TWIN PKS",7,8,19,14
"8400675PCT9732","9732","2740","W TWIN PKS",7,8,19,12
"8400675PCT9733","9733","2727","W TWIN PKS",7,8,19,14
"8400675PCT9734","9734","2738","W TWIN PKS",7,8,19,14
"8400675PCT9735","9735","2739","W TWIN PKS",7,8,19,14
"8400675PCT9736","9736","2741","W TWIN PKS",7,8,19,14
"8400675PCT9737","9737","2750","W TWIN PKS",7,8,19,14
"8400675PCT9738","9738","2728","LAKE MERCED",7,8,19,14
"8400675PCT9739","9739","2756","LAKE MERCED",7,8,19,14
"8400675PCT9741","9741","2745","LAKE MERCED",7,8,19,14
"8400675PCT9742","9742","2746","W TWIN PKS",7,8,19,14
"8400675PCT9743","9743","2759","LAKE MERCED",7,8,19,14
"8400675PCT9744","9744","2757","LAKE MERCED",7,8,19,14
"8400675PCT9745","9745","2758","LAKE MERCED",7,8,19,14
"8400675PCT9746","9746","2747","W TWIN PKS",7,8,19,14
"8400675PCT9747","9747","1111","W TWIN PKS",7,8,19,14
"8400675PCT9748","9748","2749","W TWIN PKS",7,8,19,14
"8400675PCT9749","9749","1112","INGLESIDE",7,8,19,14
"8400675PCT9751","9751","2751","W TWIN PKS",7,8,19,14
"8400675PCT9752","9752","2752","W TWIN PKS",7,8,19,14
"8400675PCT9753","9753","2755","W TWIN PKS",7,8,19,14
"8400675PCT9754","9754","2753","W TWIN PKS",7,9,19,14
"8400675PCT9755","9755","3870","W TWIN PKS",7,9,19,14
"8400675PCT9756","9756","2761","EXCELSIOR",7,8,19,14
"8400675PCT9801","9801","1102","EXCELSIOR",8,9,19,14
"8400675PCT9900","9900","4000",NA,NA,NA,17,13
"8400675PCT9901","9901","1102","EXCELSIOR",8,9,17,14
"8400675PCT9902","9902","1101","EXCELSIOR",7,9,17,14
"8400675PCTGGP1","Golden Gate Park","GG Park",NA,1,9,19,12
"8400675PCTGGP2","Golden Gate Park","GG Park",NA,1,8,19,12
