"sZip","consolidation","szVotingPrecinctName","MailBallotPrecinct","iBalType","Assembly","BART","Congressional","Neighborhood","Senatorial","Supervisorial"
"94103",7813,"Pct 7813","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7813,"Pct 7813","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94103",7814,"Pct 7814","No",10,17,9,12,"MISSION",11,8
"94114",7815,"Pct 7815","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7816,"Pct 7816","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94101",7817,"Pct 7817","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7817,"Pct 7817","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94131",7817,"Pct 7817","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94103",7818,"Pct 7818","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94110",7818,"Pct 7818","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7818,"Pct 7818","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94103",7819,"Pct 7819","No",10,17,9,12,"MISSION",11,8
"94110",7819,"Pct 7819","No",10,17,9,12,"MISSION",11,8
"94114",7821,"Pct 7821","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7822,"Pct 7822","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7823,"Pct 7823","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7824,"Pct 7824","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94110",7825,"Pct 7825","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7825,"Pct 7825","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94110",7826,"Pct 7826","No",10,17,9,12,"MISSION",11,8
"94103",7827,"Pct 7827","No",10,17,9,12,"MISSION",11,8
"94110",7827,"Pct 7827","No",10,17,9,12,"MISSION",11,8
"94114",7827,"Pct 7827","No",10,17,9,12,"MISSION",11,8
"94114",7828,"Pct 7828","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94131",7828,"Pct 7828","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7829,"Pct 7829","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94131",7829,"Pct 7829","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7831,"Pct 7831","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94110",7832,"Pct 7832","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94114",7832,"Pct 7832","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94110",7833,"Pct 7833","No",10,17,9,12,"MISSION",11,8
"94110",7834,"Pct 7834","No",10,17,9,12,"MISSION",11,8
"94114",7834,"Pct 7834","No",10,17,9,12,"MISSION",11,8
"94114",7835,"Pct 7835","No",10,17,9,12,"NOE VALLEY",11,8
"94131",7835,"Pct 7835","No",10,17,9,12,"NOE VALLEY",11,8
"94131",7836,"Pct 7836","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7837,"Pct 7837","No",10,17,9,12,"NOE VALLEY",11,8
"94131",7837,"Pct 7837","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7838,"Pct 7838","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7839,"Pct 7839","No",10,17,9,12,"UPRMKT/EURKA",11,8
"94110",7841,"Pct 7841","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7841,"Pct 7841","No",10,17,9,12,"NOE VALLEY",11,8
"94110",7842,"Pct 7842","No",10,17,9,12,"MISSION",11,8
"94110",7843,"Pct 7843","No",10,17,9,12,"MISSION",11,8
"94110",7844,"Pct 7844","No",10,17,9,12,"MISSION",11,8
"94114",7845,"Pct 7845","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7846,"Pct 7846","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7847,"Pct 7847","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7848,"Pct 7848","No",10,17,9,12,"NOE VALLEY",11,8
"94110",7849,"Pct 7849","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7849,"Pct 7849","No",10,17,9,12,"NOE VALLEY",11,8
"94127",7851,"Pct 7851","No",10,17,9,12,"DIAMD HTS",11,8
"94131",7851,"Pct 7851","No",10,17,9,12,"DIAMD HTS",11,8
"94114",7852,"Pct 7852","No",10,17,9,12,"DIAMD HTS",11,8
"94131",7852,"Pct 7852","No",10,17,9,12,"DIAMD HTS",11,8
"94114",7853,"Pct 7853","No",10,17,9,12,"DIAMD HTS",11,8
"94131",7853,"Pct 7853","No",10,17,9,12,"DIAMD HTS",11,8
"94114",7854,"Pct 7854","No",10,17,9,12,"NOE VALLEY",11,8
"94131",7854,"Pct 7854","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7855,"Pct 7855","No",10,17,9,12,"NOE VALLEY",11,8
"94131",7855,"Pct 7855","No",10,17,9,12,"NOE VALLEY",11,8
"94110",7856,"Pct 7856","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7856,"Pct 7856","No",10,17,9,12,"NOE VALLEY",11,8
"94131",7856,"Pct 7856","No",10,17,9,12,"NOE VALLEY",11,8
"94110",7857,"Pct 7857","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7857,"Pct 7857","No",10,17,9,12,"NOE VALLEY",11,8
"94110",7858,"Pct 7858","No",10,17,9,12,"MISSION",11,8
"94131",7859,"Pct 7859","No",10,17,9,12,"DIAMD HTS",11,8
"94131",7861,"Pct 7861","No",10,17,9,12,"NOE VALLEY",11,8
"94110",7862,"Pct 7862","No",10,17,9,12,"NOE VALLEY",11,8
"94114",7862,"Pct 7862","No",10,17,9,12,"NOE VALLEY",11,8
"94131",7862,"Pct 7862","No",10,17,9,12,"NOE VALLEY",11,8
"94110",7863,"Pct 7863","No",10,17,9,12,"NOE VALLEY",11,8
"94131",7863,"Pct 7863","No",10,17,9,12,"NOE VALLEY",11,8
"94110",7864,"Pct 7864","No",10,17,9,12,"NOE VALLEY",11,8
"94131",7864,"Pct 7864","No",10,17,9,12,"NOE VALLEY",11,8
"94110",7865,"Pct 7865","No",10,17,9,12,"NOE VALLEY",11,8
"94131",7865,"Pct 7865","No",10,17,9,12,"NOE VALLEY",11,8
"94127",7866,"Pct 7866","No",10,17,9,12,"DIAMD HTS",11,8
"94131",7866,"Pct 7866","No",10,17,9,12,"DIAMD HTS",11,8
"94131",7867,"Pct 7867","No",10,17,9,12,"DIAMD HTS",11,8
"94131",7868,"Pct 7868","No",10,17,9,12,"DIAMD HTS",11,8
"94131",7869,"Pct 7869","No",10,17,9,12,"S BERNAL HTS",11,8
"94131",7871,"Pct 7871","No",10,17,9,12,"DIAMD HTS",11,8
"94131",7872,"Pct 7872","No",10,17,9,12,"S BERNAL HTS",11,8
"94112",7873,"Pct 7873","No",10,17,9,12,"S BERNAL HTS",11,8
"94131",7873,"Pct 7873","No",10,17,9,12,"S BERNAL HTS",11,8
"94112",7874,"Pct 7874","No",10,17,9,12,"S BERNAL HTS",11,8
"94131",7874,"Pct 7874","No",10,17,9,12,"S BERNAL HTS",11,8
"94101",7875,"Pct 7875","No",10,17,9,12,"S BERNAL HTS",11,8
"94110",7875,"Pct 7875","No",10,17,9,12,"S BERNAL HTS",11,8
"94112",7875,"Pct 7875","No",10,17,9,12,"S BERNAL HTS",11,8
"94103",7901,"Pct 7901","No",11,17,9,12,"MISSION",11,9
"94103",7902,"Pct 7902","No",11,17,9,12,"MISSION",11,9
"94110",7902,"Pct 7902","No",11,17,9,12,"MISSION",11,9
"94103",7903,"Pct 7903","No",11,17,9,12,"MISSION",11,9
"94110",7903,"Pct 7903","No",11,17,9,12,"MISSION",11,9
"94103",7904,"Pct 7904","No",11,17,9,12,"MISSION",11,9
"94110",7904,"Pct 7904","No",11,17,9,12,"MISSION",11,9
"94103",7905,"Pct 7905","No",11,17,9,12,"MISSION",11,9
"94110",7905,"Pct 7905","No",11,17,9,12,"MISSION",11,9
"94110",7906,"Pct 7906","No",11,17,9,12,"MISSION",11,9
"94110",7907,"Pct 7907","No",11,17,9,12,"MISSION",11,9
"94110",7908,"Pct 7908","No",11,17,9,12,"MISSION",11,9
"94110",7909,"Pct 7909","No",11,17,9,12,"MISSION",11,9
"94110",7911,"Pct 7911","No",11,17,9,12,"MISSION",11,9
"94110",7912,"Pct 7912","No",11,17,9,12,"MISSION",11,9
"94110",7913,"Pct 7913","No",11,17,9,12,"MISSION",11,9
"94110",7914,"Pct 7914","No",11,17,9,12,"MISSION",11,9
"94110",7915,"Pct 7915","No",11,17,9,12,"MISSION",11,9
"94110",7916,"Pct 7916","No",11,17,9,12,"MISSION",11,9
"94110",7917,"Pct 7917","No",11,17,9,12,"MISSION",11,9
"94101",7918,"Pct 7918","No",11,17,9,12,"MISSION",11,9
"94110",7918,"Pct 7918","No",11,17,9,12,"MISSION",11,9
"94110",7919,"Pct 7919","No",11,17,9,12,"MISSION",11,9
"94110",7921,"Pct 7921","No",11,17,9,12,"MISSION",11,9
"94110",7922,"Pct 7922","No",11,17,9,12,"MISSION",11,9
"94110",7923,"Pct 7923","No",11,17,9,12,"MISSION",11,9
"94110",7924,"Pct 7924","No",11,17,9,12,"MISSION",11,9
"94110",7925,"Pct 7925","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7926,"Pct 7926","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7927,"Pct 7927","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7928,"Pct 7928","No",11,17,9,12,"N BERNAL HTS",11,9
"94131",7928,"Pct 7928","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7929,"Pct 7929","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7931,"Pct 7931","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7932,"Pct 7932","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7933,"Pct 7933 MB","Yes",11,17,9,12,"BAYVW/HTRSPT",11,9
"94124",7933,"Pct 7933 MB","Yes",11,17,9,12,"BAYVW/HTRSPT",11,9
"94110",7934,"Pct 7934","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7935,"Pct 7935","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7936,"Pct 7936","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7937,"Pct 7937","No",11,17,9,12,"N BERNAL HTS",11,9
"94110",7938,"Pct 7938","No",11,17,9,12,"S BERNAL HTS",11,9
"94110",7939,"Pct 7939","No",11,17,9,12,"S BERNAL HTS",11,9
"94110",7941,"Pct 7941","No",11,17,9,12,"S BERNAL HTS",11,9
"94110",7942,"Pct 7942","No",11,17,9,12,"S BERNAL HTS",11,9
"94124",7942,"Pct 7942","No",11,17,9,12,"S BERNAL HTS",11,9
"94134",7942,"Pct 7942","No",11,17,9,12,"S BERNAL HTS",11,9
"94110",7943,"Pct 7943","No",11,17,9,12,"S BERNAL HTS",11,9
"94112",7943,"Pct 7943","No",11,17,9,12,"S BERNAL HTS",11,9
"94110",7944,"Pct 7944","No",11,17,9,12,"S BERNAL HTS",11,9
"94110",7945,"Pct 7945","No",11,17,9,12,"S BERNAL HTS",11,9
"94110",7946,"Pct 7946","No",11,17,9,12,"PORTOLA",11,9
"94112",7946,"Pct 7946","No",11,17,9,12,"PORTOLA",11,9
"94134",7946,"Pct 7946","No",11,17,9,12,"PORTOLA",11,9
"94110",7947,"Pct 7947","No",11,17,9,12,"PORTOLA",11,9
"94124",7947,"Pct 7947","No",11,17,9,12,"PORTOLA",11,9
"94134",7947,"Pct 7947","No",11,17,9,12,"PORTOLA",11,9
"94112",7948,"Pct 7948","No",11,17,9,12,"PORTOLA",11,9
"94134",7948,"Pct 7948","No",11,17,9,12,"PORTOLA",11,9
"94134",7949,"Pct 7949","No",11,17,9,12,"PORTOLA",11,9
"94134",7951,"Pct 7951","No",11,17,9,12,"PORTOLA",11,9
"94134",7952,"Pct 7952","No",11,17,9,12,"PORTOLA",11,9
"94134",7953,"Pct 7953","No",11,17,9,12,"PORTOLA",11,9
"94112",7954,"Pct 7954 MB","Yes",11,17,8,12,"VISITA VLY",11,9
"94134",7954,"Pct 7954 MB","Yes",11,17,8,12,"VISITA VLY",11,9
"94134",7955,"Pct 7955","No",11,17,9,12,"PORTOLA",11,9
"94134",7956,"Pct 7956","No",11,17,9,12,"PORTOLA",11,9
"94134",7957,"Pct 7957","No",11,17,9,12,"PORTOLA",11,9
"94101",7958,"Pct 7958 MB","Yes",11,17,7,12,"PORTOLA",11,9
"94124",7958,"Pct 7958 MB","Yes",11,17,7,12,"PORTOLA",11,9
"94134",7958,"Pct 7958 MB","Yes",11,17,7,12,"PORTOLA",11,9
"94112",9001,"Pct 9001 MB","Yes",12,19,8,14,"VISITA VLY",11,10
"94134",9001,"Pct 9001 MB","Yes",12,19,8,14,"VISITA VLY",11,10
"94121",9101,"Pct 9101","No",13,19,8,12,"RICHMOND",11,1
"94121",9102,"Pct 9102","No",13,19,8,12,"RICHMOND",11,1
"94121",9103,"Pct 9103","No",13,19,8,12,"RICHMOND",11,1
"94121",9104,"Pct 9104","No",13,19,8,12,"RICHMOND",11,1
"94121",9105,"Pct 9105","No",13,19,8,12,"SECLF/PREHTS",11,1
"94118",9106,"Pct 9106","No",13,19,8,12,"SECLF/PREHTS",11,1
"94121",9106,"Pct 9106","No",13,19,8,12,"SECLF/PREHTS",11,1
"94121",9107,"Pct 9107","No",13,19,8,12,"RICHMOND",11,1
"94121",9108,"Pct 9108","No",13,19,8,12,"RICHMOND",11,1
"94118",9109,"Pct 9109","No",13,19,8,12,"RICHMOND",11,1
"94121",9109,"Pct 9109","No",13,19,8,12,"RICHMOND",11,1
"94118",9111,"Pct 9111","No",13,19,8,12,"RICHMOND",11,1
"94121",9111,"Pct 9111","No",13,19,8,12,"RICHMOND",11,1
"94118",9112,"Pct 9112","No",13,19,8,12,"RICHMOND",11,1
"94118",9113,"Pct 9113","No",13,19,8,12,"RICHMOND",11,1
"94118",9114,"Pct 9114","No",13,19,8,12,"RICHMOND",11,1
"94118",9115,"Pct 9115","No",13,19,8,12,"RICHMOND",11,1
"94118",9116,"Pct 9116","No",13,19,8,12,"RICHMOND",11,1
"94121",9117,"Pct 9117","No",13,19,8,12,"RICHMOND",11,1
"94121",9118,"Pct 9118","No",13,19,8,12,"RICHMOND",11,1
"94121",9119,"Pct 9119","No",13,19,8,12,"RICHMOND",11,1
"94118",9121,"Pct 9121","No",13,19,8,12,"RICHMOND",11,1
"94121",9121,"Pct 9121","No",13,19,8,12,"RICHMOND",11,1
"94121",9122,"Pct 9122","No",13,19,8,12,"RICHMOND",11,1
"94121",9123,"Pct 9123","No",13,19,8,12,"RICHMOND",11,1
"94121",9124,"Pct 9124","No",13,19,8,12,"RICHMOND",11,1
"94121",9125,"Pct 9125","No",13,19,8,12,"RICHMOND",11,1
"94118",9126,"Pct 9126","No",13,19,8,12,"RICHMOND",11,1
"94121",9126,"Pct 9126","No",13,19,8,12,"RICHMOND",11,1
"94118",9127,"Pct 9127","No",13,19,8,12,"RICHMOND",11,1
"94121",9127,"Pct 9127","No",13,19,8,12,"RICHMOND",11,1
"94118",9128,"Pct 9128","No",13,19,8,12,"RICHMOND",11,1
"94118",9129,"Pct 9129","No",13,19,8,12,"RICHMOND",11,1
"94118",9131,"Pct 9131","No",13,19,8,12,"RICHMOND",11,1
"94118",9132,"Pct 9132","No",13,19,8,12,"RICHMOND",11,1
"94118",9133,"Pct 9133","No",13,19,8,12,"RICHMOND",11,1
"94118",9134,"Pct 9134","No",13,19,8,12,"LRL HTS/ANZA",11,1
"94121",9135,"Pct 9135","No",13,19,8,12,"RICHMOND",11,1
"94121",9136,"Pct 9136","No",13,19,8,12,"RICHMOND",11,1
"94121",9137,"Pct 9137","No",13,19,8,12,"RICHMOND",11,1
"94121",9138,"Pct 9138","No",13,19,8,12,"RICHMOND",11,1
"94121",9139,"Pct 9139","No",13,19,8,12,"RICHMOND",11,1
"94121",9141,"Pct 9141","No",13,19,8,12,"RICHMOND",11,1
"94121",9142,"Pct 9142","No",13,19,8,12,"RICHMOND",11,1
"94121",9143,"Pct 9143","No",13,19,8,12,"RICHMOND",11,1
"94118",9144,"Pct 9144","No",13,19,8,12,"RICHMOND",11,1
"94121",9144,"Pct 9144","No",13,19,8,12,"RICHMOND",11,1
"94118",9145,"Pct 9145","No",13,19,8,12,"RICHMOND",11,1
"94118",9146,"Pct 9146","No",13,19,8,12,"RICHMOND",11,1
"94118",9147,"Pct 9147","No",13,19,8,12,"RICHMOND",11,1
"94118",9148,"Pct 9148","No",13,19,8,12,"RICHMOND",11,1
"94118",9149,"Pct 9149","No",13,19,8,12,"LRL HTS/ANZA",11,1
"94118",9151,"Pct 9151","No",13,19,8,12,"LRL HTS/ANZA",11,1
"94117",9152,"Pct 9152","No",13,19,8,12,"LRL HTS/ANZA",11,1
"94118",9152,"Pct 9152","No",13,19,8,12,"LRL HTS/ANZA",11,1
"94129",9201,"Pct 9201","No",14,19,8,12,"MAR/PAC HTS",11,2
"94101",9202,"Pct 9202","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9202,"Pct 9202","No",14,19,8,12,"MAR/PAC HTS",11,2
"94118",9202,"Pct 9202","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9202,"Pct 9202","No",14,19,8,12,"MAR/PAC HTS",11,2
"94129",9202,"Pct 9202","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9203,"Pct 9203","No",14,19,8,12,"MAR/PAC HTS",11,2
"94129",9203,"Pct 9203","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9204,"Pct 9204","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9205,"Pct 9205","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9205,"Pct 9205","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9206,"Pct 9206","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9207,"Pct 9207","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9208,"Pct 9208","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9209,"Pct 9209","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9211,"Pct 9211","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9212,"Pct 9212","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9213,"Pct 9213","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9213,"Pct 9213","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9214,"Pct 9214","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9215,"Pct 9215","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9216,"Pct 9216","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9217,"Pct 9217","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9218,"Pct 9218","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9219,"Pct 9219","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9219,"Pct 9219","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9221,"Pct 9221","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9221,"Pct 9221","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9222,"Pct 9222","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9222,"Pct 9222","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9223,"Pct 9223","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9223,"Pct 9223","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9224,"Pct 9224","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9224,"Pct 9224","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9224,"Pct 9224","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9225,"Pct 9225","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9225,"Pct 9225","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9226,"Pct 9226","No",14,19,8,12,"MAR/PAC HTS",11,2
"94123",9226,"Pct 9226","No",14,19,8,12,"MAR/PAC HTS",11,2
"94121",9227,"Pct 9227","No",14,19,8,12,"SECLF/PREHTS",11,2
"94121",9228,"Pct 9228","No",14,19,8,12,"SECLF/PREHTS",11,2
"94118",9229,"Pct 9229","No",14,19,8,12,"SECLF/PREHTS",11,2
"94121",9229,"Pct 9229","No",14,19,8,12,"SECLF/PREHTS",11,2
"94129",9229,"Pct 9229","No",14,19,8,12,"SECLF/PREHTS",11,2
"94103",9231,"Pct 9231","No",14,19,8,12,"SECLF/PREHTS",11,2
"94118",9231,"Pct 9231","No",14,19,8,12,"SECLF/PREHTS",11,2
"94118",9232,"Pct 9232","No",14,19,8,12,"SECLF/PREHTS",11,2
"94118",9233,"Pct 9233","No",14,19,8,12,"SECLF/PREHTS",11,2
"94118",9234,"Pct 9234","No",14,19,8,12,"SECLF/PREHTS",11,2
"94115",9235,"Pct 9235","No",14,19,8,12,"SECLF/PREHTS",11,2
"94118",9235,"Pct 9235","No",14,19,8,12,"SECLF/PREHTS",11,2
"94115",9236,"Pct 9236","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9237,"Pct 9237","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9238,"Pct 9238","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9239,"Pct 9239","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9239,"Pct 9239","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9241,"Pct 9241","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9242,"Pct 9242","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9243,"Pct 9243","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9244,"Pct 9244","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9245,"Pct 9245","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9246,"Pct 9246","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9247,"Pct 9247","No",14,19,8,12,"MAR/PAC HTS",11,2
"94115",9247,"Pct 9247","No",14,19,8,12,"MAR/PAC HTS",11,2
"94109",9248,"Pct 9248","No",14,19,8,12,"MAR/PAC HTS",11,2
"94118",9249,"Pct 9249","No",14,19,8,12,"LRL HTS/ANZA",11,2
"94118",9251,"Pct 9251","No",14,19,8,12,"LRL HTS/ANZA",11,2
"94118",9252,"Pct 9252","No",14,19,8,12,"LRL HTS/ANZA",11,2
"94115",9253,"Pct 9253","No",14,19,8,12,"LRL HTS/ANZA",11,2
"94118",9253,"Pct 9253","No",14,19,8,12,"LRL HTS/ANZA",11,2
"94115",9254,"Pct 9254","No",14,19,9,12,"WST ADDITION",11,2
"94115",9255,"Pct 9255","No",14,19,8,12,"LRL HTS/ANZA",11,2
"94118",9255,"Pct 9255","No",14,19,8,12,"LRL HTS/ANZA",11,2
"94115",9256,"Pct 9256","No",14,19,9,12,"WST ADDITION",11,2
"94115",9257,"Pct 9257 MB","Yes",14,19,9,12,"WST ADDITION",11,2
"94115",9258,"Pct 9258","No",14,19,8,12,"LRL HTS/ANZA",11,2
"94118",9258,"Pct 9258","No",14,19,8,12,"LRL HTS/ANZA",11,2
"94116",9401,"Pct 9401","No",15,19,8,12,"SUNSET",11,4
"94122",9401,"Pct 9401","No",15,19,8,12,"SUNSET",11,4
"94122",9402,"Pct 9402","No",15,19,8,12,"SUNSET",11,4
"94122",9403,"Pct 9403","No",15,19,8,12,"SUNSET",11,4
"94122",9404,"Pct 9404","No",15,19,8,12,"SUNSET",11,4
"94122",9405,"Pct 9405","No",15,19,8,12,"SUNSET",11,4
"94122",9406,"Pct 9406","No",15,19,8,12,"SUNSET",11,4
"94122",9407,"Pct 9407","No",15,19,8,12,"SUNSET",11,4
"94122",9408,"Pct 9408","No",15,19,8,12,"SUNSET",11,4
"94122",9409,"Pct 9409","No",15,19,9,12,"INNER SUNSET",11,4
"94122",9411,"Pct 9411","No",15,19,8,12,"SUNSET",11,4
"94122",9412,"Pct 9412","No",15,19,8,12,"SUNSET",11,4
"94122",9413,"Pct 9413","No",15,19,8,12,"SUNSET",11,4
"94122",9414,"Pct 9414","No",15,19,8,12,"SUNSET",11,4
"94122",9415,"Pct 9415","No",15,19,8,12,"SUNSET",11,4
"94122",9416,"Pct 9416","No",15,19,8,12,"SUNSET",11,4
"94122",9417,"Pct 9417","No",15,19,8,12,"SUNSET",11,4
"94122",9418,"Pct 9418","No",15,19,8,12,"SUNSET",11,4
"94122",9419,"Pct 9419","No",15,19,8,12,"SUNSET",11,4
"94122",9421,"Pct 9421","No",15,19,8,12,"SUNSET",11,4
"94122",9422,"Pct 9422","No",15,19,8,12,"SUNSET",11,4
"94116",9423,"Pct 9423","No",15,19,8,12,"SUNSET",11,4
"94122",9423,"Pct 9423","No",15,19,8,12,"SUNSET",11,4
"94116",9424,"Pct 9424","No",15,19,8,12,"SUNSET",11,4
"94122",9424,"Pct 9424","No",15,19,8,12,"SUNSET",11,4
"94116",9425,"Pct 9425","No",15,19,8,12,"SUNSET",11,4
"94122",9425,"Pct 9425","No",15,19,8,12,"SUNSET",11,4
"94122",9426,"Pct 9426","No",15,19,8,12,"SUNSET",11,4
"94116",9427,"Pct 9427","No",15,19,8,12,"SUNSET",11,4
"94122",9427,"Pct 9427","No",15,19,8,12,"SUNSET",11,4
"94122",9428,"Pct 9428","No",15,19,8,12,"SUNSET",11,4
"94116",9429,"Pct 9429","No",15,19,8,12,"SUNSET",11,4
"94122",9429,"Pct 9429","No",15,19,8,12,"SUNSET",11,4
"94116",9431,"Pct 9431","No",15,19,8,12,"SUNSET",11,4
"94122",9431,"Pct 9431","No",15,19,8,12,"SUNSET",11,4
"94116",9432,"Pct 9432","No",15,19,8,12,"SUNSET",11,4
"94122",9432,"Pct 9432","No",15,19,8,12,"SUNSET",11,4
"94116",9433,"Pct 9433","No",15,19,8,12,"SUNSET",11,4
"94122",9433,"Pct 9433","No",15,19,8,12,"SUNSET",11,4
"94116",9434,"Pct 9434","No",15,19,8,12,"SUNSET",11,4
"94116",9435,"Pct 9435","No",15,19,8,12,"SUNSET",11,4
"94116",9436,"Pct 9436","No",15,19,8,12,"SUNSET",11,4
"94116",9437,"Pct 9437","No",15,19,8,12,"SUNSET",11,4
"94116",9438,"Pct 9438","No",15,19,8,12,"SUNSET",11,4
"94116",9439,"Pct 9439","No",15,19,8,12,"SUNSET",11,4
"94116",9441,"Pct 9441","No",15,19,8,12,"SUNSET",11,4
"94116",9442,"Pct 9442","No",15,19,8,12,"SUNSET",11,4
"94116",9443,"Pct 9443","No",15,19,8,12,"SUNSET",11,4
"94116",9444,"Pct 9444","No",15,19,8,12,"SUNSET",11,4
"94116",9445,"Pct 9445","No",15,19,8,12,"SUNSET",11,4
"94116",9446,"Pct 9446","No",15,19,8,12,"SUNSET",11,4
"94116",9447,"Pct 9447","No",15,19,8,12,"SUNSET",11,4
"94116",9448,"Pct 9448","No",15,19,8,12,"SUNSET",11,4
"94116",9449,"Pct 9449","No",15,19,8,12,"SUNSET",11,4
"94116",9451,"Pct 9451","No",15,19,8,12,"SUNSET",11,4
"94132",9451,"Pct 9451","No",15,19,8,12,"SUNSET",11,4
"94116",9452,"Pct 9452","No",15,19,8,12,"SUNSET",11,4
"94116",9453,"Pct 9453","No",16,19,8,14,"SUNSET",11,4
"94132",9453,"Pct 9453","No",16,19,8,14,"SUNSET",11,4
"94115",9501,"Pct 9501 MB","Yes",17,19,9,12,"WST ADDITION",11,5
"94115",9502,"Pct 9502 MB","Yes",17,19,8,12,"LRL HTS/ANZA",11,5
"94118",9502,"Pct 9502 MB","Yes",17,19,8,12,"LRL HTS/ANZA",11,5
"94115",9503,"Pct 9503/9504","No",17,19,9,12,"WST ADDITION",11,5
