"id","municipality_number","municipality_name","district_number","canton_code","gdekt","gdebznr","gdenr","gdename","gdenamk","gdebzna","gdektna","gdemutdat"
75602440332,332,"Madiswil",244,"BE","BE",244,332,"Madiswil","Madiswil","Verwaltungskreis Oberaargau","Bern / Berne","2011-01-01"
75602500587,587,"Matten bei Interlaken",250,"BE","BE",250,587,"Matten bei Interlaken","Matten bei Interlaken","Verwaltungskreis Interlaken-Oberhasli","Bern / Berne","2010-01-01"
75602460543,543,"Mattstetten",246,"BE","BE",246,543,"Mattstetten","Mattstetten","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602430389,389,"Meienried",243,"BE","BE",243,389,"Meienried","Meienried","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602460307,307,"Meikirch",246,"BE","BE",246,307,"Meikirch","Meikirch","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602420390,390,"Meinisberg",242,"BE","BE",242,390,"Meinisberg","Meinisberg","Verwaltungskreis Biel/Bienne","Bern / Berne","2010-01-01"
75602500785,785,"Meiringen",250,"BE","BE",250,785,"Meiringen","Meiringen","Verwaltungskreis Interlaken-Oberhasli","Bern / Berne","2010-01-01"
75602440333,333,"Melchnau",244,"BE","BE",244,333,"Melchnau","Melchnau","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602430741,741,"Merzligen",243,"BE","BE",243,741,"Merzligen","Merzligen","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602460615,615,"Mirchel",246,"BE","BE",246,615,"Mirchel","Mirchel","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602410437,437,"Mont-Tramelan",241,"BE","BE",241,437,"Mont-Tramelan","Mont-Tramelan","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602460544,544,"Moosseedorf",246,"BE","BE",246,544,"Moosseedorf","Moosseedorf","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602410700,700,"Moutier",241,"BE","BE",241,700,"Moutier","Moutier","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602460356,356,"Muri bei Bern",246,"BE","BE",246,356,"Muri bei Bern","Muri bei Bern","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602460670,670,"Neuenegg",246,"BE","BE",246,670,"Neuenegg","Neuenegg","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602420743,743,"Nidau",242,"BE","BE",242,743,"Nidau","Nidau","Verwaltungskreis Biel/Bienne","Bern / Berne","2010-01-01"
75602440982,982,"Niederönz",244,"BE","BE",244,982,"Niederönz","Niederönz","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602440981,981,"Niederbipp",244,"BE","BE",244,981,"Niederbipp","Niederbipp","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602460617,617,"Niederhünigen",246,"BE","BE",246,617,"Niederhünigen","Niederhünigen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602460877,877,"Niedermuhlern",246,"BE","BE",246,877,"Niedermuhlern","Niedermuhlern","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602500588,588,"Niederried bei Interlaken",250,"BE","BE",250,588,"Niederried bei Interlaken","Niederried b. Interlaken","Verwaltungskreis Interlaken-Oberhasli","Bern / Berne","2010-01-01"
75602410724,724,"Nods",241,"BE","BE",241,724,"Nods","Nods","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602460878,878,"Noflen",246,"BE","BE",246,878,"Noflen","Noflen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602460357,357,"Oberbalm",246,"BE","BE",246,357,"Oberbalm","Oberbalm","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602440983,983,"Oberbipp",244,"BE","BE",244,983,"Oberbipp","Oberbipp","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602450418,418,"Oberburg",245,"BE","BE",245,418,"Oberburg","Oberburg","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602460619,619,"Oberdiessbach",246,"BE","BE",246,619,"Oberdiessbach","Oberdiessbach","Verwaltungskreis Bern-Mittelland","Bern / Berne","2014-01-01"
75602460629,629,"Oberhünigen",246,"BE","BE",246,629,"Oberhünigen","Oberhünigen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602470934,934,"Oberhofen am Thunersee",247,"BE","BE",247,934,"Oberhofen am Thunersee","Oberhofen am Thunersee","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602470935,935,"Oberlangenegg",247,"BE","BE",247,935,"Oberlangenegg","Oberlangenegg","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602500589,589,"Oberried am Brienzersee",250,"BE","BE",250,589,"Oberried am Brienzersee","Oberried am Brienzersee","Verwaltungskreis Interlaken-Oberhasli","Bern / Berne","2010-01-01"
75602440334,334,"Obersteckholz",244,"BE","BE",244,334,"Obersteckholz","Obersteckholz","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602460620,620,"Oberthal",246,"BE","BE",246,620,"Oberthal","Oberthal","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602430391,391,"Oberwil bei Büren",243,"BE","BE",243,391,"Oberwil bei Büren","Oberwil bei Büren","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602490766,766,"Oberwil im Simmental",249,"BE","BE",249,766,"Oberwil im Simmental","Oberwil im Simmental","Verwaltungskreis Frutigen-Niedersimmental","Bern / Berne","2010-01-01"
75602440985,985,"Ochlenberg",244,"BE","BE",244,985,"Ochlenberg","Ochlenberg","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602440335,335,"Oeschenbach",244,"BE","BE",244,335,"Oeschenbach","Oeschenbach","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602460622,622,"Oppligen",246,"BE","BE",246,622,"Oppligen","Oppligen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602420744,744,"Orpund",242,"BE","BE",242,744,"Orpund","Orpund","Verwaltungskreis Biel/Bienne","Bern / Berne","2010-01-01"
75602410438,438,"Orvin",241,"BE","BE",241,438,"Orvin","Orvin","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602460363,363,"Ostermundigen",246,"BE","BE",246,363,"Ostermundigen","Ostermundigen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602410450,450,"Péry-La Heutte",241,"BE","BE",241,450,"Péry-La Heutte","Péry-La Heutte","Arrondissement administratif Jura bernois","Bern / Berne","2015-01-01"
75602410701,701,"Perrefitte",241,"BE","BE",241,701,"Perrefitte","Perrefitte","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602410716,716,"Petit-Val",241,"BE","BE",241,716,"Petit-Val","Petit-Val","Arrondissement administratif Jura bernois","Bern / Berne","2015-01-01"
75602420392,392,"Pieterlen",242,"BE","BE",242,392,"Pieterlen","Pieterlen","Verwaltungskreis Biel/Bienne","Bern / Berne","2010-01-01"
75602410726,726,"Plateau de Diesse",241,"BE","BE",241,726,"Plateau de Diesse","Plateau de Diesse","Arrondissement administratif Jura bernois","Bern / Berne","2014-01-01"
75602470936,936,"Pohlern",247,"BE","BE",247,936,"Pohlern","Pohlern","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602420745,745,"Port",242,"BE","BE",242,745,"Port","Port","Verwaltungskreis Biel/Bienne","Bern / Berne","2010-01-01"
75602450905,905,"Rüderswil",245,"BE","BE",245,905,"Rüderswil","Rüderswil","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602450420,420,"Rüdtligen-Alchenflüh",245,"BE","BE",245,420,"Rüdtligen-Alchenflüh","Rüdtligen-Alchenflüh","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602460880,880,"Rüeggisberg",246,"BE","BE",246,880,"Rüeggisberg","Rüeggisberg","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602450956,956,"Rüegsau",245,"BE","BE",245,956,"Rüegsau","Rüegsau","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602460881,881,"Rümligen",246,"BE","BE",246,881,"Rümligen","Rümligen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602460853,853,"Rüschegg",246,"BE","BE",246,853,"Rüschegg","Rüschegg","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602450904,904,"Röthenbach im Emmental",245,"BE","BE",245,904,"Röthenbach im Emmental","Röthenbach im Emmental","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602430393,393,"Rüti bei Büren",243,"BE","BE",243,393,"Rüti bei Büren","Rüti bei Büren","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602450422,422,"Rüti bei Lyssach",245,"BE","BE",245,422,"Rüti bei Lyssach","Rüti bei Lyssach","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602440340,340,"Rütschelen",244,"BE","BE",244,340,"Rütschelen","Rütschelen","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602430309,309,"Radelfingen",243,"BE","BE",243,309,"Radelfingen","Radelfingen","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602430310,310,"Rapperswil (BE)",243,"BE","BE",243,310,"Rapperswil (BE)","Rapperswil (BE)","Verwaltungskreis Seeland","Bern / Berne","2016-01-01"
75602410715,715,"Rebévelier",241,"BE","BE",241,715,"Rebévelier","Rebévelier","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602410703,703,"Reconvilier",241,"BE","BE",241,703,"Reconvilier","Reconvilier","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602490567,567,"Reichenbach im Kandertal",249,"BE","BE",249,567,"Reichenbach im Kandertal","Reichenbach im Kandertal","Verwaltungskreis Frutigen-Niedersimmental","Bern / Berne","2010-01-01"
75602440336,336,"Reisiswil",244,"BE","BE",244,336,"Reisiswil","Reisiswil","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602410441,441,"Renan (BE)",241,"BE","BE",241,441,"Renan (BE)","Renan (BE)","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602470767,767,"Reutigen",247,"BE","BE",247,767,"Reutigen","Reutigen","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602460879,879,"Riggisberg",246,"BE","BE",246,879,"Riggisberg","Riggisberg","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602500590,590,"Ringgenberg (BE)",250,"BE","BE",250,590,"Ringgenberg (BE)","Ringgenberg (BE)","Verwaltungskreis Interlaken-Oberhasli","Bern / Berne","2010-01-01"
75602410704,704,"Roches (BE)",241,"BE","BE",241,704,"Roches (BE)","Roches (BE)","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602440337,337,"Roggwil (BE)",244,"BE","BE",244,337,"Roggwil (BE)","Roggwil (BE)","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602440338,338,"Rohrbach",244,"BE","BE",244,338,"Rohrbach","Rohrbach","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602440339,339,"Rohrbachgraben",244,"BE","BE",244,339,"Rohrbachgraben","Rohrbachgraben","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602410442,442,"Romont (BE)",241,"BE","BE",241,442,"Romont (BE)","Romont (BE)","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602460623,623,"Rubigen",246,"BE","BE",246,623,"Rubigen","Rubigen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602450421,421,"Rumendingen",245,"BE","BE",245,421,"Rumendingen","Rumendingen","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602440987,987,"Rumisberg",244,"BE","BE",244,987,"Rumisberg","Rumisberg","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602480843,843,"Saanen",248,"BE","BE",248,843,"Saanen","Saanen","Verwaltungskreis Obersimmental-Saanen","Bern / Berne","2010-01-01"
75602420746,746,"Safnern",242,"BE","BE",242,746,"Safnern","Safnern","Verwaltungskreis Biel/Bienne","Bern / Berne","2010-01-01"
75602410706,706,"Saicourt",241,"BE","BE",241,706,"Saicourt","Saicourt","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602410443,443,"Saint-Imier",241,"BE","BE",241,443,"Saint-Imier","Saint-Imier","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602410449,449,"Sauge",241,"BE","BE",241,449,"Sauge","Sauge","Arrondissement administratif Jura bernois","Bern / Berne","2014-01-01"
75602410707,707,"Saules (BE)",241,"BE","BE",241,707,"Saules (BE)","Saules (BE)","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602500591,591,"Saxeten",250,"BE","BE",250,591,"Saxeten","Saxeten","Verwaltungskreis Interlaken-Oberhasli","Bern / Berne","2010-01-01"
75602430311,311,"Schüpfen",243,"BE","BE",243,311,"Schüpfen","Schüpfen","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602450906,906,"Schangnau",245,"BE","BE",245,906,"Schangnau","Schangnau","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602500786,786,"Schattenhalb",250,"BE","BE",250,786,"Schattenhalb","Schattenhalb","Verwaltungskreis Interlaken-Oberhasli","Bern / Berne","2010-01-01"
75602410708,708,"Schelten",241,"BE","BE",241,708,"Schelten","Schelten","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602420747,747,"Scheuren",242,"BE","BE",242,747,"Scheuren","Scheuren","Verwaltungskreis Biel/Bienne","Bern / Berne","2010-01-01"
75602460624,624,"Schlosswil",246,"BE","BE",246,624,"Schlosswil","Schlosswil","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602420748,748,"Schwadernau",242,"BE","BE",242,748,"Schwadernau","Schwadernau","Verwaltungskreis Biel/Bienne","Bern / Berne","2010-01-01"
75602500592,592,"Schwanden bei Brienz",250,"BE","BE",250,592,"Schwanden bei Brienz","Schwanden bei Brienz","Verwaltungskreis Interlaken-Oberhasli","Bern / Berne","2010-01-01"
75602460855,855,"Schwarzenburg",246,"BE","BE",246,855,"Schwarzenburg","Schwarzenburg","Verwaltungskreis Bern-Mittelland","Bern / Berne","2011-01-01"
75602440341,341,"Schwarzhäusern",244,"BE","BE",244,341,"Schwarzhäusern","Schwarzhäusern","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602470937,937,"Schwendibach",247,"BE","BE",247,937,"Schwendibach","Schwendibach","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602440988,988,"Seeberg",244,"BE","BE",244,988,"Seeberg","Seeberg","Verwaltungskreis Oberaargau","Bern / Berne","2016-01-01"
75602430312,312,"Seedorf (BE)",243,"BE","BE",243,312,"Seedorf (BE)","Seedorf (BE)","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602410709,709,"Seehof",241,"BE","BE",241,709,"Seehof","Seehof","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602470883,883,"Seftigen",247,"BE","BE",247,883,"Seftigen","Seftigen","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602450907,907,"Signau",245,"BE","BE",245,907,"Signau","Signau","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602470938,938,"Sigriswil",247,"BE","BE",247,938,"Sigriswil","Sigriswil","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602430499,499,"Siselen",243,"BE","BE",243,499,"Siselen","Siselen","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602410444,444,"Sonceboz-Sombeval",241,"BE","BE",241,444,"Sonceboz-Sombeval","Sonceboz-Sombeval","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602410445,445,"Sonvilier",241,"BE","BE",241,445,"Sonvilier","Sonvilier","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602410711,711,"Sorvilier",241,"BE","BE",241,711,"Sorvilier","Sorvilier","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602490768,768,"Spiez",249,"BE","BE",249,768,"Spiez","Spiez","Verwaltungskreis Frutigen-Niedersimmental","Bern / Berne","2010-01-01"
75602480793,793,"St. Stephan",248,"BE","BE",248,793,"St. Stephan","St. Stephan","Verwaltungskreis Obersimmental-Saanen","Bern / Berne","2010-01-01"
75602470939,939,"Steffisburg",247,"BE","BE",247,939,"Steffisburg","Steffisburg","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602460358,358,"Stettlen",246,"BE","BE",246,358,"Stettlen","Stettlen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602470770,770,"Stocken-Höfen",247,"BE","BE",247,770,"Stocken-Höfen","Stocken-Höfen","Verwaltungskreis Thun","Bern / Berne","2014-01-01"
75602430749,749,"Studen (BE)",243,"BE","BE",243,749,"Studen (BE)","Studen (BE)","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602450957,957,"Sumiswald",245,"BE","BE",245,957,"Sumiswald","Sumiswald","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602420750,750,"Sutz-Lattrigen",242,"BE","BE",242,750,"Sutz-Lattrigen","Sutz-Lattrigen","Verwaltungskreis Biel/Bienne","Bern / Berne","2010-01-01"
75602460625,625,"Tägertschi",246,"BE","BE",246,625,"Tägertschi","Tägertschi","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602430751,751,"Täuffelen",243,"BE","BE",243,751,"Täuffelen","Täuffelen","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602410713,713,"Tavannes",241,"BE","BE",241,713,"Tavannes","Tavannes","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602470940,940,"Teuffenthal (BE)",247,"BE","BE",247,940,"Teuffenthal (BE)","Teuffenthal (BE)","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602440989,989,"Thörigen",244,"BE","BE",244,989,"Thörigen","Thörigen","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602470941,941,"Thierachern",247,"BE","BE",247,941,"Thierachern","Thierachern","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602470942,942,"Thun",247,"BE","BE",247,942,"Thun","Thun","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602440342,342,"Thunstetten",244,"BE","BE",244,342,"Thunstetten","Thunstetten","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602460884,884,"Toffen",246,"BE","BE",246,884,"Toffen","Toffen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602450958,958,"Trachselwald",245,"BE","BE",245,958,"Trachselwald","Trachselwald","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602410446,446,"Tramelan",241,"BE","BE",241,446,"Tramelan","Tramelan","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602430500,500,"Treiten",243,"BE","BE",243,500,"Treiten","Treiten","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602450908,908,"Trub",245,"BE","BE",245,908,"Trub","Trub","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602450909,909,"Trubschachen",245,"BE","BE",245,909,"Trubschachen","Trubschachen","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602430501,501,"Tschugg",243,"BE","BE",243,501,"Tschugg","Tschugg","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602420756,756,"Twann-Tüscherz",242,"BE","BE",242,756,"Twann-Tüscherz","Twann-Tüscherz","Verwaltungskreis Biel/Bienne","Bern / Berne","2010-01-01"
75602470943,943,"Uebeschi",247,"BE","BE",247,943,"Uebeschi","Uebeschi","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602470944,944,"Uetendorf",247,"BE","BE",247,944,"Uetendorf","Uetendorf","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602470945,945,"Unterlangenegg",247,"BE","BE",247,945,"Unterlangenegg","Unterlangenegg","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602500593,593,"Unterseen",250,"BE","BE",250,593,"Unterseen","Unterseen","Verwaltungskreis Interlaken-Oberhasli","Bern / Berne","2010-01-01"
75602440344,344,"Ursenbach",244,"BE","BE",244,344,"Ursenbach","Ursenbach","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602460551,551,"Urtenen-Schönbühl",246,"BE","BE",246,551,"Urtenen-Schönbühl","Urtenen-Schönbühl","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602470885,885,"Uttigen",247,"BE","BE",247,885,"Uttigen","Uttigen","Verwaltungskreis Thun","Bern / Berne","2014-01-01"
75602450552,552,"Utzenstorf",245,"BE","BE",245,552,"Utzenstorf","Utzenstorf","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602410717,717,"Valbirse",241,"BE","BE",241,717,"Valbirse","Valbirse","Arrondissement administratif Jura bernois","Bern / Berne","2015-01-01"
75602460359,359,"Vechigen",246,"BE","BE",246,359,"Vechigen","Vechigen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602410448,448,"Villeret",241,"BE","BE",241,448,"Villeret","Villeret","Arrondissement administratif Jura bernois","Bern / Berne","2010-01-01"
75602430502,502,"Vinelz",243,"BE","BE",243,502,"Vinelz","Vinelz","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602470946,946,"Wachseldorn",247,"BE","BE",247,946,"Wachseldorn","Wachseldorn","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602460888,888,"Wald (BE)",246,"BE","BE",246,888,"Wald (BE)","Wald (BE)","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602460626,626,"Walkringen",246,"BE","BE",246,626,"Walkringen","Walkringen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602440990,990,"Walliswil bei Niederbipp",244,"BE","BE",244,990,"Walliswil bei Niederbipp","Walliswil bei Niederbipp","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602440991,991,"Walliswil bei Wangen",244,"BE","BE",244,991,"Walliswil bei Wangen","Walliswil bei Wangen","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602430754,754,"Walperswil",243,"BE","BE",243,754,"Walperswil","Walperswil","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602440959,959,"Walterswil (BE)",244,"BE","BE",244,959,"Walterswil (BE)","Walterswil (BE)","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602440992,992,"Wangen an der Aare",244,"BE","BE",244,992,"Wangen an der Aare","Wangen an der Aare","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602440993,993,"Wangenried",244,"BE","BE",244,993,"Wangenried","Wangenried","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602470886,886,"Wattenwil",247,"BE","BE",247,886,"Wattenwil","Wattenwil","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
75602430394,394,"Wengi",243,"BE","BE",243,394,"Wengi","Wengi","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602460632,632,"Wichtrach",246,"BE","BE",246,632,"Wichtrach","Wichtrach","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602440995,995,"Wiedlisbach",244,"BE","BE",244,995,"Wiedlisbach","Wiedlisbach","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602460553,553,"Wiggiswil",246,"BE","BE",246,553,"Wiggiswil","Wiggiswil","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602500594,594,"Wilderswil",250,"BE","BE",250,594,"Wilderswil","Wilderswil","Verwaltungskreis Interlaken-Oberhasli","Bern / Berne","2010-01-01"
75602450554,554,"Wiler bei Utzenstorf",245,"BE","BE",245,554,"Wiler bei Utzenstorf","Wiler bei Utzenstorf","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602460671,671,"Wileroltigen",246,"BE","BE",246,671,"Wileroltigen","Wileroltigen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602450423,423,"Willadingen",245,"BE","BE",245,423,"Willadingen","Willadingen","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602490769,769,"Wimmis",249,"BE","BE",249,769,"Wimmis","Wimmis","Verwaltungskreis Frutigen-Niedersimmental","Bern / Berne","2010-01-01"
75602460360,360,"Wohlen bei Bern",246,"BE","BE",246,360,"Wohlen bei Bern","Wohlen bei Bern","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602440996,996,"Wolfisberg",244,"BE","BE",244,996,"Wolfisberg","Wolfisberg","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602460627,627,"Worb",246,"BE","BE",246,627,"Worb","Worb","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602430755,755,"Worben",243,"BE","BE",243,755,"Worben","Worben","Verwaltungskreis Seeland","Bern / Berne","2010-01-01"
75602440345,345,"Wynau",244,"BE","BE",244,345,"Wynau","Wynau","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602450424,424,"Wynigen",245,"BE","BE",245,424,"Wynigen","Wynigen","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602440960,960,"Wyssachen",244,"BE","BE",244,960,"Wyssachen","Wyssachen","Verwaltungskreis Oberaargau","Bern / Berne","2010-01-01"
75602460628,628,"Zäziwil",246,"BE","BE",246,628,"Zäziwil","Zäziwil","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602450556,556,"Zielebach",245,"BE","BE",245,556,"Zielebach","Zielebach","Verwaltungskreis Emmental","Bern / Berne","2010-01-01"
75602460361,361,"Zollikofen",246,"BE","BE",246,361,"Zollikofen","Zollikofen","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602460557,557,"Zuzwil (BE)",246,"BE","BE",246,557,"Zuzwil (BE)","Zuzwil (BE)","Verwaltungskreis Bern-Mittelland","Bern / Berne","2010-01-01"
75602480794,794,"Zweisimmen",248,"BE","BE",248,794,"Zweisimmen","Zweisimmen","Verwaltungskreis Obersimmental-Saanen","Bern / Berne","2010-01-01"
75602470947,947,"Zwieselberg ",247,"BE","BE",247,947,"Zwieselberg","Zwieselberg","Verwaltungskreis Thun","Bern / Berne","2010-01-01"
