"id","municipality_name","valid_votes","yes","no","yes_percentage"
75623096193,"Bürchen",379,173,206,45.6
75623096194,"Eischoll",256,134,122,52.3
75623096195,"Ferden",144,77,67,53.5
75623096197,"Kippel",227,74,153,32.6
75623096198,"Niedergesteln",368,195,173,53
75623096199,"Raron",865,422,443,48.8
75623096201,"Unterbäch",248,133,115,53.6
75623096202,"Wiler (Lötschen)",291,136,155,46.7
75623096203,"Mörel-Filet",342,161,181,47.1
75623096204,"Steg-Hohtenn",789,399,390,50.6
75623096205,"Bettmeralp",192,82,110,42.7
75623106211,"Collonges",287,130,157,45.3
75623106212,"Dorénaz",374,159,215,42.5
75623106213,"Evionnaz",491,196,295,39.9
75623106214,"Finhaut",153,51,102,33.3
75623106215,"Massongex",705,305,400,43.3
75623106217,"Saint-Maurice",1572,576,996,36.6
75623106218,"Salvan",631,237,394,37.6
75623106219,"Vernayaz",683,306,377,44.8
75623106220,"Vérossaz",345,135,210,39.1
75623116232,"Chalais",1418,602,816,42.5
75623116234,"Chermignon",1304,541,763,41.5
75623116235,"Chippis",489,215,274,44
75623116238,"Grône",941,451,490,47.9
75623116239,"Icogne",243,98,145,40.3
75623116240,"Lens",1527,688,839,45.1
75623116241,"Miège",564,213,351,37.8
75623116242,"Mollens (VS)",372,152,220,40.9
75623116243,"Montana",888,429,459,48.3
75623116244,"Randogne",982,433,549,44.1
75623116246,"Saint-Léonard",1037,491,546,47.3
75623116248,"Sierre",5777,2471,3306,42.8
75623116249,"Venthône",620,228,392,36.8
75623116250,"Veyras",823,331,492,40.2
75623116252,"Anniviers",1230,555,675,45.1
75623126261,"Arbaz",576,242,334,42
75623126263,"Grimisuat",1471,540,931,36.7
75623126265,"Savièse",3590,1726,1864,48.1
75623126266,"Sion",12425,4595,7830,37
75623126267,"Veysonnaz",243,95,148,39.1
75623136281,"Baltschieder",614,343,271,55.9
75623136282,"Eisten",102,67,35,65.7
75623136283,"Embd",143,99,44,69.2
75623136285,"Grächen",539,287,252,53.2
75623136286,"Lalden",358,164,194,45.8
75623136287,"Randa",185,104,81,56.2
75623136288,"Saas-Almagell",202,84,118,41.6
75623136289,"Saas-Balen",188,115,73,61.2
75623136290,"Saas-Fee",591,204,387,34.5
75623136291,"Saas-Grund",482,308,174,63.9
75623136292,"St. Niklaus",1014,585,429,57.7
75623136293,"Stalden (VS)",613,355,258,57.9
75623136294,"Staldenried",305,153,152,50.2
75623136295,"Täsch",266,150,116,56.4
75623136296,"Törbel",249,161,88,64.7
75623136297,"Visp",3179,1552,1627,48.8
75623136298,"Visperterminen",739,290,449,39.2
75623136299,"Zeneggen",144,44,100,30.6
75623136300,"Zermatt",1714,824,890,48.1
75624016402,"Bevaix",1573,559,1014,35.5
75624016404,"Boudry",1760,628,1132,35.7
75624016407,"Corcelles-Cormondrèche",2006,567,1439,28.3
75624016408,"Cortaillod",1860,635,1225,34.1
75624016409,"Fresens",113,35,78,31
75624016410,"Gorgier",850,330,520,38.8
75624016411,"Montalchez",103,41,62,39.8
75624016412,"Peseux",1852,687,1165,37.1
75624016413,"Rochefort",590,213,377,36.1
75624016414,"Saint-Aubin-Sauges",921,291,630,31.6
75624016415,"Vaumarcus",127,51,76,40.2
75624016416,"Milvignes",3602,1176,2426,32.6
75624026421,"La Chaux-de-Fonds",11860,4004,7856,33.8
75624026422,"Les Planchettes",97,40,57,41.2
75624026423,"La Sagne",476,216,260,45.4
75624036431,"Les Brenets",496,211,285,42.5
75624036432,"La Brévine",344,176,168,51.2
75624036433,"Brot-Plamboz",136,75,61,55.1
75624036434,"Le Cerneux-Péquignot",188,103,85,54.8
75624036435,"La Chaux-du-Milieu",267,105,162,39.3
75624036436,"Le Locle",3478,1361,2117,39.1
75624036437,"Les Ponts-de-Martel",635,286,349,45
75624046451,"Cornaux",605,240,365,39.7
75624046452,"Cressier (NE)",652,215,437,33
75624046453,"Enges",147,47,100,32
75624046454,"Hauterive (NE)",1017,327,690,32.2
75624046455,"Le Landeron",1748,662,1086,37.9
75624046456,"Lignières",386,131,255,33.9
75624046458,"Neuchâtel",11248,2961,8287,26.3
75624046459,"Saint-Blaise",1372,351,1021,25.6
75624046461,"La Tène",1792,606,1186,33.8
75624056485,"Valangin",176,62,114,35.2
75624056487,"Val-de-Ruz",6947,2796,4151,40.2
75624066504,"La Côte-aux-Fées",243,114,129,46.9
75624066511,"Les Verrières",269,149,120,55.4
75624066512,"Val-de-Travers",3659,1619,2040,44.2
75625006601,"Aire-la-Ville",430,173,257,40.2
75625006602,"Anières",832,285,547,34.3
75625006603,"Avully",618,228,390,36.9
75625006604,"Avusy",590,196,394,33.2
75625006605,"Bardonnex",886,303,583,34.2
75625006606,"Bellevue",860,305,555,35.5
75625006607,"Bernex",3697,1245,2452,33.7
75625006608,"Carouge (GE)",5828,1883,3945,32.3
75625006609,"Cartigny",378,108,270,28.6
75625006610,"Céligny",229,82,147,35.8
75625006611,"Chancy",454,184,270,40.5
75625006612,"Chêne-Bougeries",3590,1190,2400,33.1
75625006613,"Chêne-Bourg",2382,829,1553,34.8
75625006614,"Choulex",431,142,289,32.9
75625006615,"Collex-Bossy",542,185,357,34.1
75625006616,"Collonge-Bellerive",2867,932,1935,32.5
75625006617,"Cologny",1672,604,1068,36.1
75625006618,"Confignon",1774,519,1255,29.3
75625006619,"Corsier (GE)",727,258,469,35.5
75625006620,"Dardagny",525,190,335,36.2
75625006621,"Genève",46124,15273,30851,33.1
75625006622,"Genthod",819,283,536,34.6
75625006623,"Le Grand-Saconnex",2757,1034,1723,37.5
75625006624,"Gy",212,66,146,31.1
75625006625,"Hermance",358,99,259,27.7
75625006626,"Jussy",515,214,301,41.6
75625006627,"Laconnex",296,89,207,30.1
75625006628,"Lancy",8114,3252,4862,40.1
75625006629,"Meinier",770,268,502,34.8
75625006630,"Meyrin",5107,2201,2906,43.1
75625006631,"Onex",4888,2090,2798,42.8
75625006632,"Perly-Certoux",966,426,540,44.1
75625006633,"Plan-les-Ouates",3458,1162,2296,33.6
75625006634,"Pregny-Chambésy",862,262,600,30.4
75625006635,"Presinge",260,72,188,27.7
75625006636,"Puplinge",805,281,524,34.9
75625006637,"Russin",232,87,145,37.5
75625006638,"Satigny",1296,427,869,32.9
75625006639,"Soral",302,128,174,42.4
75625006640,"Thônex",4143,1597,2546,38.5
75625006641,"Troinex",908,251,657,27.6
75625006642,"Vandoeuvres",930,331,599,35.6
75625006643,"Vernier",7171,3053,4118,42.6
75625006644,"Versoix",3070,1096,1974,35.7
75625006645,"Veyrier",3961,1262,2699,31.9
75626016702,"Boécourt",333,149,184,44.7
75626016703,"Bourrignon",151,73,78,48.3
75626016704,"Châtillon (JU)",198,74,124,37.4
75626016705,"Corban",207,75,132,36.2
75626016706,"Courchapoix",193,76,117,39.4
75626016708,"Courrendlin",929,430,499,46.3
75626016709,"Courroux",1251,569,682,45.5
75626016710,"Courtételle",919,388,531,42.2
75626016711,"Delémont",4203,1218,2985,29
75626016712,"Develier",565,254,311,45
75626016713,"Ederswiler",52,45,7,86.5
75626016715,"Mervelier",248,92,156,37.1
75626016716,"Mettembert",62,16,46,25.8
75626016718,"Movelier",166,81,85,48.8
75626016719,"Pleigne",167,82,85,49.1
75626016720,"Rebeuvelier",176,73,103,41.5
75626016721,"Rossemaison",291,108,183,37.1
75626016722,"Saulcy",101,54,47,53.5
75626016724,"Soyhières",186,80,106,43
75626016728,"Vellerat",46,22,24,47.8
75626016729,"Haute-Sorne",2540,1037,1503,40.8
75626016730,"Val Terbi",1118,439,679,39.3
75626026741,"Le Bémont (JU)",129,54,75,41.9
75626026742,"Les Bois",456,162,294,35.5
75626026743,"Les Breuleux",613,186,427,30.3
75626026744,"La Chaux-des-Breuleux",62,25,37,40.3
75626026745,"Les Enfers",78,27,51,34.6
75626026748,"Les Genevez (JU)",235,110,125,46.8
75626026750,"Lajoux (JU)",282,83,199,29.4
75626026751,"Montfaucon",260,98,162,37.7
75626026753,"Muriaux",266,122,144,45.9
75626026754,"Le Noirmont",694,270,424,38.9
75626026757,"Saignelégier",1089,321,768,29.5
75626026758,"Saint-Brais",117,56,61,47.9
75626026759,"Soubey",60,36,24,60
75626036771,"Alle",698,307,391,44
75626036773,"Beurnevésin",61,39,22,63.9
75626036774,"Boncourt",489,216,273,44.2
75626036775,"Bonfol",284,157,127,55.3
75626036778,"Bure",331,173,158,52.3
75626036781,"Coeuve",313,148,165,47.3
75626036782,"Cornol",408,189,219,46.3
75626036783,"Courchavon",140,57,83,40.7
75626036784,"Courgenay",839,384,455,45.8
75626036785,"Courtedoux",338,153,185,45.3
75626036787,"Damphreux",87,53,34,60.9
75626036789,"Fahy",139,79,60,56.8
75626036790,"Fontenais",663,227,436,34.2
75626036792,"Grandfontaine",183,81,102,44.3
75626036793,"Lugnez",76,49,27,64.5
75626036800,"Porrentruy",2538,860,1678,33.9
75626036803,"Rocourt",85,36,49,42.4
75626036806,"Vendlincourt",262,147,115,56.1
75626036807,"Basse-Allaine",456,214,242,46.9
75626036808,"Clos du Doubs",572,222,350,38.8
75626036809,"Haute-Ajoie",438,225,213,51.4
75626036810,"La Baroche",482,236,246,49
75603009030,"LU-Ausland-CH",1984,698,1286,35.2
75604009040,"UR-Ausland-CH",187,80,107,42.8
75610009100,"FR-CH de l'étranger",1702,729,973,42.8
75612009120,"BS-Ausland-CH",3184,950,2234,29.8
75616009160,"AI-Ausland-CH",131,57,74,43.5
75617009170,"SG-Ausland-CH",2692,1110,1582,41.2
75619009190,"AG-Ausland-CH",2667,965,1702,36.2
75620009200,"TG-Ausland-CH",1167,468,699,40.1
75622009220,"VD-CH de l'étranger",5985,2469,3516,41.3
75623009230,"VS-CH de l'étranger",1703,749,954,44
75625009250,"GE-CH de l'étranger",9323,3421,5902,36.7
